name,url,address,access,category,description,average_price,pet_dog_small,pet_dog_medium,pet_dog_large,pet_cat,pet_others,pet_otherInfo
浜咲き,https://r.gnavi.co.jp/f232900/,宮崎県宮崎市橘通東2-7-7,ＪＲ宮崎駅 車5分,和食,海老ちゃん料理の居酒屋,"平均予算：3,500円",店内,店内,店内,,,
スターボード,https://r.gnavi.co.jp/85e4m6xw0000/,兵庫県神戸市中央区北長狭通2-7-12,ＪＲ神戸線元町駅 徒歩5分,和食,自家醸造「神戸ビール」,"平均予算：2,500円",テラス,テラス,テラス,,,
ベル ヴァン ブルージュ,https://r.gnavi.co.jp/afzbz3470000/,滋賀県大津市柳が崎5-35,ＪＲ湖西線大津京駅 徒歩16分,和食,洋食 レストラン,"平均予算：4,000円",テラス,テラス,テラス,テラス,テラス,
牛もつと大衆鉄板料理 炎丸酒場 新小岩北口店,https://r.gnavi.co.jp/eybjeatz0000/,東京都葛飾区西新小岩1-3-4,ＪＲ新小岩駅 徒歩2分,和食,和風居酒屋,"平均予算：2,500円",テラス,テラス,,,,
貸切パーティー KZ ‐ケーズ‐,https://r.gnavi.co.jp/a200100/,東京都千代田区神田淡路町2-23,ＪＲ御茶ノ水駅 徒歩5分,和食,貸切パーティー＆宴会,"平均予算：3,500円",,,,,,
Mulligans,https://r.gnavi.co.jp/gc2z100/,東京都港区虎ノ門3-18-21,地下鉄日比谷線神谷町駅3番出口 徒歩1分,和食,アイリッシュパブ 個室,"平均予算：2,000円",店内,,,店内,,
てん,https://r.gnavi.co.jp/4xjh5kcx0000/,栃木県那須塩原市永田町2-9,ＪＲ宇都宮線西那須野駅 徒歩1分,和食,おばんざい・外飲みOK,"平均予算：3,500円",,,,,,
ロザンジュイア広尾迎賓館,https://r.gnavi.co.jp/gc25200/,東京都港区南麻布5-11-15,地下鉄日比谷線広尾駅3番出口 徒歩3分,和食,貸切パーティースペース,"平均予算：5,500円",テラス,テラス,テラス,,,
TSUBOICHI TEA PLACE りんくう店 （ツボイチティープレイス）,https://r.gnavi.co.jp/5v93yt870000/,大阪府泉南市りんくう南浜3-201,南海本線樽井駅 徒歩15分,和食,カジュアルに,"平均予算：1,200円",テラス,テラス,テラス,テラス,テラス,
Mt．Fuji Brewing,https://r.gnavi.co.jp/4wz214kj0000/,静岡県富士宮市大宮町4-5,ＪＲ身延線富士宮駅 徒歩10分,和食,富士を仰ぐブルワリー,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
和食と燻製 とりとうま,https://r.gnavi.co.jp/pby49wpv0000/,神奈川県横浜市青葉区美しが丘4-19-18,東急田園都市線たまプラーザ駅 徒歩11分,和食,和食 燻製 馬刺 甘味,"平均予算：4,500円",テラス,テラス,テラス,テラス,テラス,
薬膳ブイヨン鍋酒場 食労寿 ‐cross‐,https://r.gnavi.co.jp/3rz0cykn0000/,福岡県福岡市中央区薬院2-14-16,地下鉄七隈線（3号線）薬院大通駅1番出口 徒歩5分,和食,薬膳ブイヨン鍋酒場,"平均予算：5,000円",テラス,テラス,テラス,テラス,,
LuxuryTerrace＆BBQ YOSHIKO,https://r.gnavi.co.jp/3575f0f50000/,神奈川県横浜市西区岡野1-9-7,横浜市営地下鉄横浜駅 徒歩8分,和食,貸切・カラオケ・テラス,"平均予算：6,600円",テラス,テラス,テラス,テラス,テラス,
シーザーズ カフェ＆デリ,https://r.gnavi.co.jp/3wk9pu6g0000/,群馬県邑楽郡邑楽町篠塚1625-27,東武小泉線本中野駅 徒歩23分,和食,ワイン専門のレストラン,"平均予算：2,000円",テラス,テラス,テラス,テラス,テラス,
えび豚骨拉麺 春樹 瀬谷店,https://r.gnavi.co.jp/rer2skem0000/,神奈川県横浜市瀬谷区中央1-4,相鉄本線瀬谷駅 徒歩1分,和食,濃厚とんこつラーメン,"平均予算：1,500円",,,,,,
まきばレストラン,https://r.gnavi.co.jp/8nr9skr40000/,山梨県北杜市大泉町西井出8240-1,ＪＲ小海線甲斐大泉駅 徒歩1分,和食,展望レストラン,"平均予算：1,500円",,,,,,
嵯峨峡 渡月,https://r.gnavi.co.jp/m0p9re4j0000/,徳島県名東郡佐那河内村下字中溝6-1,ＪＲ牟岐線文化の森駅 車23分,和食,四季折々の食材の懐石,"平均予算：8,000円",テラス,,,,,
Smoked Bar KoO,https://r.gnavi.co.jp/axdkp5940000/,東京都江東区富岡1-12-7,地下鉄東西線門前仲町駅 徒歩1分,和食,自家燻製バル,"平均予算：3,500円",,,,,,
飲み喰い処 つきやま,https://r.gnavi.co.jp/1nhump5u0000/,北海道旭川市豊岡6条2-1-2,ＪＲ宗谷本線旭川四条駅 徒歩19分,和食,和風居酒屋,"平均予算：3,000円",,,,,,
セント フォレスト チャペル なんば,https://r.gnavi.co.jp/mar19psa0000/,大阪府大阪市中央区心斎橋筋2-5-15,近鉄難波線大阪難波駅 徒歩4分,和食,カジュアルウエディング,"平均予算：10,000円",,テラス,,テラス,,
酒房 ごっちょ,https://r.gnavi.co.jp/kyazsj220000/,山梨県甲府市湯村3-2-25,ＪＲ甲府駅北口 車10分,和食,山梨の郷土料理をご堪能,"平均予算：3,000円",店内,,,,,
サルマティッカ アンド ビリヤニ,https://r.gnavi.co.jp/gaf5800/,東京都港区高輪4-22-11,ＪＲ品川駅高輪口 徒歩5分,和食,大人数の宴会におすすめ,"平均予算：2,200円",テラス,,,,,
PACIFIC OVER SEAS BBQ＆ダイナー,https://r.gnavi.co.jp/dwk416tz0000/,兵庫県洲本市安乎町平安浦1864-11,神戸淡路鳴門自動車道津名一宮I.C. 車15分,和食,ペット連れ店内OKの店,"平均予算：3,000円",店内テラス,店内テラス,テラス,,,
鮮度の極み 魚もつ 武蔵小杉,https://r.gnavi.co.jp/7s5rf54b0000/,神奈川県川崎市中原区新丸子町915-8,東急東横線武蔵小杉駅北口 徒歩3分,和食,朝締めもつと新鮮魚介,"平均予算：4,000円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
下北沢 楽酒屋 ごえん,https://r.gnavi.co.jp/g1bwcf6b0000/,東京都世田谷区北沢2-14-16,小田急小田原線下北沢駅南口 徒歩4分,和食,下北酒場一杯目5円,"平均予算：2,500円",店内,,,,,
渋谷橋キッチン,https://r.gnavi.co.jp/25at587z0000/,東京都渋谷区東3-17-11,ＪＲ恵比寿駅西口 徒歩2分,和食,恵比寿で豚料理＆ワイン,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
韓国料理 ハンス,https://r.gnavi.co.jp/gcnb500/,東京都新宿区百人町1-1-22,ＪＲ新大久保駅 徒歩5分,和食,新大久保オフ会なら絶対,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,店内奥のテラス席はペット可です。ご自慢のかわいいペットをつれておいしい韓国料理はいかがですか？ベット仲間との女子会にも人気です。
コセリ,https://r.gnavi.co.jp/gahs000/,東京都中野区中央4-8-7,地下鉄丸ノ内線新中野駅 徒歩2分,和食,新中野／食べ放題,"平均予算：2,000円",テラス,テラス,,,,
炭火焼き わや 天満店,https://r.gnavi.co.jp/4m4mbz6r0000/,大阪府大阪市北区天神橋5-1-16,ＪＲ大阪環状線天満駅 徒歩1分,和食,産地直送 牡蠣小屋,"平均予算：3,000円",,,,,,
貸切 パーティ Darts Cafe AQUA（アクア） 相模原,https://r.gnavi.co.jp/6g6xn9u10000/,神奈川県相模原市中央区相模原4-1-7,ＪＲ横浜線相模原駅南口 徒歩2分,和食,パーティスペース/貸切,"平均予算：3,000円",店内,店内,店内,,,
ワイン酒場 MUSH 名古屋,https://r.gnavi.co.jp/6tccau3p0000/,愛知県名古屋市中区丸の内1-11-29,地下鉄桜通線国際センター駅2番出口 徒歩5分,和食,種類豊富なワイン・バル,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
BAR BREZZA,https://r.gnavi.co.jp/g337802/,東京都江東区豊洲4-7-2,地下鉄有楽町線豊洲駅 徒歩2分,和食,ワインバル,"平均予算：2,500円",,,,,,ペット同伴可！！
いねや熊本,https://r.gnavi.co.jp/f122101/,熊本県熊本市中央区新市街6-16,熊本市電辛島町駅 徒歩2分,和食,郷土料理と和食居酒屋,"平均予算：3,000円",,,,,,
香園 鴨居店,https://r.gnavi.co.jp/b035500/,神奈川県横浜市都筑区池辺町4567-1,ＪＲ横浜線鴨居駅北口 徒歩2分,和食,中国家庭料理「香園」,"平均予算：2,300円",,,,,,
美成家,https://r.gnavi.co.jp/3hecx4a50000/,東京都港区赤坂3-9-8,地下鉄銀座線赤坂見附駅 徒歩1分,和食,赤坂 サムギョプサル,"平均予算：3,000円",,,,,,
八郎スター酒場 関内,https://r.gnavi.co.jp/gaja201/,神奈川県横浜市中区羽衣町2-6-1,ＪＲ根岸線関内駅 徒歩2分,和食,関内駅近大衆居酒屋,"平均予算：2,000円",テラス,テラス,テラス,テラス,テラス,
三茶 ジャッキー小籠包,https://r.gnavi.co.jp/atybbgn60000/,東京都世田谷区太子堂1-15-13,東急田園都市線三軒茶屋駅 徒歩5分,和食,手包み餃子と小籠包バル,"平均予算：3,000円",テラス,テラス,,,,
吉崎食堂 おもろまち店,https://r.gnavi.co.jp/f214001/,沖縄県那覇市おもろまち4-17-29,ゆいレールおもろまち駅 徒歩7分,和食,南の島の居酒屋さん,"平均予算：3,000円",テラス,テラス,テラス,,,
春日部バル Juniper Berry,https://r.gnavi.co.jp/ndzggsf90000/,埼玉県春日部市中央1-12-3,東武伊勢崎線（東武スカイツリーライン）春日部駅西口 徒歩3分,和食,誕生日×記念日×バル,"平均予算：4,000円",テラス,テラス,テラス,テラス,テラス,
おしゃれバルでパーティー Billys～ビリーズ～ 藤が丘,https://r.gnavi.co.jp/n6phwafu0000/,神奈川県横浜市青葉区藤が丘1-28-43,東急田園都市線藤が丘駅南口 徒歩1分,和食,藤が丘のおしゃれバル,"平均予算：3,000円",店内,,,,,
七つの月の夢,https://r.gnavi.co.jp/b5fwujap0000/,和歌山県和歌山市和歌浦東2-8-25,ＪＲきのくに線紀三井寺駅 車5分,和食,新和食料理・創作居酒屋,"平均予算：3,000円",店内,,,,,
Una rama de RICO,https://r.gnavi.co.jp/a13nf10x0000/,和歌山県和歌山市新通5-6,ＪＲ和歌山駅 徒歩17分,和食,創作スペインバル,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
ロバタヤキノオミセ ほしや食堂,https://r.gnavi.co.jp/gh2krd0h0000/,岡山県倉敷市阿知2-3-12,ＪＲ倉敷駅 徒歩4分,和食,倉敷駅前立ち飲み居酒屋,"平均予算：1,900円",テラス,テラス,テラス,テラス,テラス,
東北農場バル 2号店,https://r.gnavi.co.jp/90pd81gj0000/,宮城県仙台市青葉区中央4-2-9,仙台市営地下鉄南北線仙台駅南2番出口 徒歩3分,和食,東北食材バルダイニング,"平均予算：2,500円",,,,,,
バイキングクラブ 新宿店,https://r.gnavi.co.jp/kavjtnm60000/,東京都新宿区歌舞伎町1-16-12,地下鉄丸ノ内線新宿駅 徒歩3分,和食,話題の食べ放題の居酒屋,"平均予算：3,000円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
台湾もつ鍋本舗 もつ小屋,https://r.gnavi.co.jp/8uys0kan0000/,東京都世田谷区代沢5-32-3,小田急小田原線下北沢駅 徒歩4分,和食,鍋料理とデザイナー空間,"平均予算：3,000円",,,,,,
貸切＆ハワイアンダイニング Ocean kitchen CO ひばりヶ丘本店,https://r.gnavi.co.jp/k8c8c92c0000/,東京都西東京市ひばりが丘北3-5-18,西武池袋線ひばりヶ丘駅北口 徒歩3分,和食,ハワイにGO!!,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,
PIZZERIA CAVALLO（ピッツェリア カヴァッロ）,https://r.gnavi.co.jp/8ks521600000/,千葉県松戸市古ヶ崎2-3243-21,ＪＲ常磐線松戸駅 徒歩17分,和食,宴会×送迎サービス,"平均予算：1,500円",テラス,テラス,テラス,テラス,テラス,
ネパール＆チベット料理 レッサムフィリリ,https://r.gnavi.co.jp/rsa74wmx0000/,東京都港区高輪2-14-9,京急本線泉岳寺駅 徒歩4分,和食,ネパール・チベット料理,"平均予算：3,000円",,,,,,
やぶ屋 今池本店,https://r.gnavi.co.jp/5h2946tp0000/,愛知県名古屋市千種区今池5-10-11,地下鉄東山線今池駅8番出口 徒歩1分,和食,三河豚味噌とんちゃん,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
七輪焼酒場 天狗,https://r.gnavi.co.jp/kved6hx30000/,群馬県伊勢崎市南千木町２６８１－１,東武伊勢崎線剛志駅 徒歩19分,和食,品揃え豊富な七輪焼酒場,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,
おやじの台所 もぐもぐ,https://r.gnavi.co.jp/kjbrmm5s0000/,千葉県木更津市大和1-9-4,ＪＲ木更津駅 徒歩5分,和食,創作和洋ダイニング,"平均予算：3,000円",店内,,,,,
韓国料理ソメク なんば店,https://r.gnavi.co.jp/kzukhx990000/,大阪府大阪市西区南堀江1-5-17,地下鉄千日前線なんば駅26-D出口 徒歩3分,和食,ビアガーデン、韓国料理,"平均予算：4,000円",テラス,テラス,テラス,テラス,テラス,
煮込み屋 どろべえ 新橋SL広場前,https://r.gnavi.co.jp/r10s9rfw0000/,東京都港区新橋2-8-14,地下鉄銀座線新橋駅 徒歩2分,和食,大衆酒場/どろ煮/,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,
OCEANCLUB BONDIS ‐ボンダイズ‐ 新百合ヶ丘店,https://r.gnavi.co.jp/kpbp5und0000/,神奈川県川崎市麻生区上麻生1-3-2,小田急小田原線新百合ヶ丘駅南口 徒歩3分,和食,魚介ビストロ,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
ベンガルカレー亭 マンナン,https://r.gnavi.co.jp/t489700/,秋田県秋田市外旭川小谷地44-1,ＪＲ秋田駅 車15分,和食,ベンガルカレー,"平均予算：1,000円",テラス,テラス,テラス,,,
Riverside Cafe Cielo y Rio,https://r.gnavi.co.jp/gaj9300/,東京都台東区蔵前2-15-5,都営大江戸線蔵前駅A7番出口 徒歩3分,和食,絶品カジュアル西洋料理,"平均予算：3,500円",テラス,テラス,,テラス,テラス,
Bistoro ぴっかんて,https://r.gnavi.co.jp/a1067u4w0000/,東京都足立区千住旭町35-18,ＪＲ常磐線北千住駅 徒歩3分,和食,当日サプライズOK!!,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
【時間無制限】 炭火家 おだづもっこ,https://r.gnavi.co.jp/3wcww81s0000/,東京都杉並区高円寺北1-3-2,ＪＲ高円寺駅 徒歩5分,和食,宮城県郷土料理,"平均予算：2,800円",テラス,テラス,テラス,テラス,テラス,
貸切＆パーティー ソファダイニング Estrela【エストレーラ】,https://r.gnavi.co.jp/gcy4000/,東京都渋谷区恵比寿西1-13-7,ＪＲ恵比寿駅西口 徒歩2分,和食,7名~お店貸切OK,"平均予算：4,000円",店内,店内,,店内,店内,
ホルモンひとすじ もくもく 刈谷店,https://r.gnavi.co.jp/b617u35w0000/,愛知県刈谷市宝町7-69-3,ＪＲ東海道本線逢妻駅 徒歩10分,和食,刈谷のホルモン専門店,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
美豚 本店,https://r.gnavi.co.jp/gb1h600/,東京都葛飾区亀有5-28-12,ＪＲ常磐線亀有駅北口 徒歩2分,和食,亀有 韓国料理,"平均予算：2,000円",店内,店内,,,,
横浜中華街 四川料理 熊猫飯店 ～パンダハンテン～,https://r.gnavi.co.jp/gakt700/,神奈川県横浜市中区山下町106-1,みなとみらい線元町・中華街駅 徒歩3分,和食,一番人気：麻婆豆腐,"平均予算：2,500円",店内,店内,,,,
とんかつ極み,https://r.gnavi.co.jp/c71zud880000/,千葉県船橋市本町4-38-22,京成本線京成船橋駅 徒歩4分,和食,テラス席有のとんかつ屋,"平均予算：1,000円",テラス,テラス,テラス,,,
お肉とワイン 野毛ビストロZIP,https://r.gnavi.co.jp/f1wp0xfv0000/,神奈川県横浜市中区花咲町1-9,横浜市営地下鉄桜木町駅南2B番出口 徒歩5分,和食,野毛ビストロワイン,"平均予算：3,000円",テラス,テラス,,,,
個室と焼鳥串焼 炭たけ 二子新地,https://r.gnavi.co.jp/f9w0ea0y0000/,神奈川県川崎市高津区諏訪1-10-5,東急田園都市線二子新地駅 徒歩1分,和食,個室 貸切 焼鳥 お鍋,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,
ワインバルohanaテラス,https://r.gnavi.co.jp/fj3cubkw0000/,東京都葛飾区お花茶屋1-19-8,京成本線お花茶屋駅 徒歩1分,和食,お花茶屋のワインバル,"平均予算：3,000円",テラス,,,,,
横浜中華街 醉龍 香港飲茶専門店,https://r.gnavi.co.jp/6hu10y8s0000/,神奈川県横浜市中区山下町133,みなとみらい線元町・中華街駅山下町口 徒歩5分,和食,本格的な香港飲茶セット,"平均予算：2,000円",店内,店内,,店内,店内,
はなび屋 読谷村店,https://r.gnavi.co.jp/g83t4tnw0000/,沖縄県中頭郡読谷村字大木326-6-1,ゆいレール浦添前田駅 車32分,和食,大阪ソウルフードを堪能,"平均予算：2,000円",テラス,テラス,テラス,テラス,テラス,
御徒町ワイン食堂 パパン,https://r.gnavi.co.jp/cu8n07g60000/,東京都台東区上野3-18-2,ＪＲ御徒町駅 徒歩4分,和食,ビストロ ワイン食堂,"平均予算：4,500円",テラス,テラス,テラス,テラス,テラス,
鉄板バル ETERNO エテルノ,https://r.gnavi.co.jp/p3e0g8p80000/,愛知県春日井市旭町1-6,ＪＲ中央本線勝川駅北口 徒歩5分,和食,鉄板バルと厳選ワイン,"平均予算：4,000円",テラス,テラス,テラス,テラス,テラス,
GOONIES,https://r.gnavi.co.jp/kbd6700/,大阪府大阪市大正区三軒家東1-8-28,ＪＲ大阪環状線大正駅 徒歩1分,和食,各国ビールと沖縄料理,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,
きてや 新宿店,https://r.gnavi.co.jp/a218700/,東京都新宿区歌舞伎町2-45-4,ＪＲ新宿駅東口 徒歩7分,和食,新宿 鍋 焼鳥 居酒屋,"平均予算：4,000円",店内,,,店内,店内,
貸切＆パーティ UNDER DEER LOUNGE 渋谷,https://r.gnavi.co.jp/dsu087wn0000/,東京都渋谷区神南1-3-4,ＪＲ渋谷駅ハチ公口 徒歩7分,和食,渋谷貸切新歓歓送迎会,"平均予算：3,000円",店内,店内,,,,
スペインバル BAR PELOTA ‐バル ペロタ‐ 新宿御苑前,https://r.gnavi.co.jp/ej9gw0hv0000/,東京都新宿区新宿2-5-15,ＪＲ新宿駅東南口 徒歩7分,和食,★トリップ口コミ星４つ,"平均予算：3,000円",テラス,テラス,テラス,,,
恵比寿 ふじ屋,https://r.gnavi.co.jp/d798n2v60000/,東京都渋谷区恵比寿南1-18-11,ＪＲ恵比寿駅西口 徒歩4分,和食,デート 恵比寿 女子会,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
BISTRO INOCCHI,https://r.gnavi.co.jp/kg670xz10000/,東京都目黒区中目黒1-6-15,東急東横線中目黒駅 徒歩7分,和食,ビストロ×ワイン,"平均予算：5,000円",テラス,テラス,テラス,テラス,テラス,
貸切パーティー×厳選4種の樽生ビール マタリ（MATTARI）,https://r.gnavi.co.jp/7gtc6ezg0000/,神奈川県藤沢市南藤沢23-2,ＪＲ東海道本線藤沢駅南口 徒歩2分,和食,樽生ビールが旨い店,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,
JPASTA amann 元町本店,https://r.gnavi.co.jp/daev9r2s0000/,神奈川県横浜市中区元町5-209,ＪＲ根岸線石川町駅 徒歩5分,和食,横浜老舗 手造りパスタ,"平均予算：1,500円",テラス,テラス,テラス,テラス,,
Grill＆Beer Pit bull,https://r.gnavi.co.jp/crz4w4w60000/,沖縄県沖縄市泡瀬3-2-17,ゆいレール首里駅 車33分,和食,沖縄市メキシカン酒場,"平均予算：2,000円",テラス,テラス,テラス,テラス,テラス,
浜屋,https://r.gnavi.co.jp/s4355h670000/,神奈川県小田原市米神44-4,ＪＲ東海道本線根府川駅 徒歩27分,和食,お食事処,"平均予算：1,500円",テラス,テラス,,テラス,テラス,2階テラス席からは相模湾一望。心地よい海風で癒されてください。 また、小型ペット同伴もOKです。ペット同伴ではないお客様も利用されますので、ルールを守りご利用ください。 雨・風等天候に左右されます、また店側の都合でご利用できない場合もあります、ご理解ください。
KARATTO,https://r.gnavi.co.jp/s73st7m00000/,神奈川県足柄下郡箱根町元箱根10,箱根登山鉄道鉄道線箱根湯本駅 バス23分,和食,芦ノ湖の箱根唐揚げ,"平均予算：2,000円",店内,店内,店内,店内,店内,当店、近隣のお客様のママ会に人気がございます。理由はペット入店OKでお子様とも楽しめるお店となっております。
フリアンディーズ,https://r.gnavi.co.jp/c477500/,兵庫県西宮市西宮浜4-16-1,ＪＲ西宮駅 バス20分,和食,創作伊仏料理、スイーツ,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,テラス席はワンちゃんOK!!気持ちのいい日はテラス席はワンちゃん連れで一杯になることも・・・
ＦＯＯＴ ＰＲＩＮＴ,https://r.gnavi.co.jp/b117900/,神奈川県横浜市中区日ノ出町1-99,京急本線日ノ出町駅 徒歩1分,和食,横浜/隠れ家ダイナー,"平均予算：2,500円",店内,店内,店内,店内,店内,当店は地域にあまりない、ペット連れ来店可の店舗です。 飼い主様同士の交流会にもご活用ください
モリノテラス,https://r.gnavi.co.jp/4fnk8ytu0000/,兵庫県淡路市楠本2425-2,神戸淡路鳴門自動車道淡路I.C. 車5分,和食,森の隠れ家レストラン,"平均予算：2,000円",テラス,テラス,テラス,テラス,テラス,モリノテラスのお席は「屋内席」と「テラス席」の2種類。テラス席からは緑豊かな大芝生の公園を一望することができます！屋根を完備していますので、天候に左右されずゆっくりお食事を楽しめます。テラス席ではわんちゃんと一緒にお食事ができますので、是非わんちゃんと一緒にランチにお越しください♪
チャック・ワゴン,https://r.gnavi.co.jp/g434200/,東京都港区北青山3-13-8,地下鉄表参道駅B2出口 徒歩2分,和食,TEXMEXメキシカン,"平均予算：3,000円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,店内含む全席ペット同伴可能となっております。
Ｖａｌｅｎｃｉａ,https://r.gnavi.co.jp/a051300/,神奈川県鎌倉市雪ノ下2-9-23,ＪＲ横須賀線鎌倉駅東口 徒歩13分,和食,スペイン料理,"平均予算：1,380円",テラス,テラス,テラス,テラス,テラス,テラス席ではペット可
大人の隠れ居酒屋 豊和 表参道,https://r.gnavi.co.jp/b852300/,東京都港区北青山3-5-44,地下鉄表参道駅A2番出口 徒歩2分,和食,隠れ家個室 和食居酒屋,"平均予算：6,000円",テラス,テラス,,テラス,テラス,
さとう,https://r.gnavi.co.jp/gadn800/,東京都中央区銀座7-2-14,地下鉄銀座駅 徒歩5分,和食,銀座で野菜と魚を味わう,"平均予算：11,000円",,,,,,
ハワイアンダイニング HAUOLI １０５ 水戸駅南店,https://r.gnavi.co.jp/a536000/,茨城県水戸市中央2-7-14,ＪＲ水戸駅南口 徒歩10分,和食,水戸ハワイアン 誕生会,"平均予算：2,500円",テラス,テラス,テラス,テラス,,
ＢＲＯＮＸ 神楽坂店,https://r.gnavi.co.jp/a217701/,東京都新宿区神楽坂3-2,ＪＲ飯田橋駅 徒歩5分,和食,パーティー&ダイニング,"平均予算：2,600円",店内,,,店内,店内,
ミルカーズ,https://r.gnavi.co.jp/c576800/,兵庫県小野市浄谷町1544,神戸電鉄粟生線小野駅 車15分,和食,牧場レストラン,平均予算：800円,テラス,テラス,テラス,テラス,テラス,
Meson del Puerto,https://r.gnavi.co.jp/g303102/,埼玉県さいたま市大宮区桜木町1-5-3,ＪＲ大宮駅西口 徒歩1分,和食,本場スペインバル,"平均予算：4,000円",,,,,,
インドレストラン デルコス,https://r.gnavi.co.jp/e670600/,東京都八王子市高倉町1-10,ＪＲ八高線北八王子駅 徒歩5分,和食,インド料理レストラン,"平均予算：2,000円",テラス,テラス,テラス,,,
香港楼 赤坂店,https://r.gnavi.co.jp/53wpkhts0000/,東京都港区赤坂2-13-8,地下鉄千代田線赤坂駅2番出口 徒歩2分,和食,香港飲茶・居酒屋,"平均予算：2,500円",店内,,,店内,店内,
ROUTE26,https://r.gnavi.co.jp/ka6h500/,大阪府堺市堺区戎島町5-3,南海本線堺駅 徒歩3分,和食,貸切パーティースペース,"平均予算：4,000円",店内,店内,店内,店内,店内,
隠れ家個室×少人数貸切 うまいもの屋an,https://r.gnavi.co.jp/a712100/,千葉県市川市相之川4-12-8,地下鉄東西線南行徳駅 徒歩3分,和食,お洒落創作料理居酒屋,"平均予算：3,000円",店内,店内,,,,
CASA FIESTA,https://r.gnavi.co.jp/gs72zty80000/,東京都世田谷区成城9-32-8,小田急小田原線成城学園前駅西口 徒歩20分,和食,プライベート空間,"平均予算：3,000円",店内,,,,,
和欧創作ダイニング トランジスタ,https://r.gnavi.co.jp/rftjeed20000/,山口県下関市竹崎町2-13-3,ＪＲ下関駅北口 徒歩3分,和食,創作ダイニング,"平均予算：2,500円",,,,,,
osteria EST EST EST．,https://r.gnavi.co.jp/s70w9u500000/,北海道札幌市北区北9条西2-4-1,札幌市営地下鉄東豊線さっぽろ駅 徒歩2分,和食,貸切 テラス 誕生日,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
与太郎,https://r.gnavi.co.jp/k754100/,大阪府堺市北区北花田町1-52-1,地下鉄御堂筋線北花田駅4番出口 徒歩2分,和食,食べ処飲み処,"平均予算：3,500円",店内,,,店内,店内,
磯料理 魚のかねあ,https://r.gnavi.co.jp/3r3mvk3e0000/,神奈川県三浦市三崎町城ケ島689,京急久里浜線三崎口駅 バス30分,和食,日本料理,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
韓国焼肉 マッコリバー 李さんのキムチ,https://r.gnavi.co.jp/c3wvdps10000/,宮城県仙台市青葉区昭和町5-56,仙台市営地下鉄南北線北仙台駅南1番出口 徒歩5分,和食,本格韓国夜台とマッコリ,"平均予算：3,000円",店内テラス,店内テラス,店内テラス,テラス,,
とりや瀧,https://r.gnavi.co.jp/82yafm9k0000/,神奈川県茅ヶ崎市東海岸南2-11-6,ＪＲ東海道本線茅ヶ崎駅南口 徒歩15分,和食,トリ酒場,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,
サラ・アンダルーサ,https://r.gnavi.co.jp/mdayd13d0000/,東京都渋谷区恵比寿1-16-28,ＪＲ恵比寿駅 徒歩5分,和食,貸切スペインダイニング,"平均予算：3,000円",,,,,,
安－Bartic,https://r.gnavi.co.jp/r599800/,石川県金沢市片町1-5-26,ＪＲ北陸本線金沢駅 バス13分,和食,パーティースペース,"平均予算：2,700円",店内,,,店内,,
神戸ベイシェラトン ホテル＆タワーズ「ガーデンカフェ」,https://r.gnavi.co.jp/k673203/,兵庫県神戸市東灘区向洋町中2-13,六甲ライナー線アイランドセンター駅 徒歩1分,和食,ホテルブッフェ食べ放題,"平均予算：3,000円",テラス,テラス,テラス,,,開放感あふれるガーデンカフェのテラス席は、ペット同伴可能です。愛犬と一緒に出掛けたくなるような気持ちいい季節に、お散歩途中のブランチやティータイムなどいかがでしょうか。緑に囲まれたテラス席は、ワンちゃんもリラックスすること間違いなしです。
Ｊｏｊｉ,https://r.gnavi.co.jp/g670800/,東京都渋谷区富ヶ谷1-44-1,地下鉄千代田線代々木公園駅八幡口 徒歩1分,和食,和風ダイニング,"平均予算：2,500円",店内,店内,店内,,,ペット同伴でご利用頂けます。
くぼた,https://r.gnavi.co.jp/ga09200/,東京都世田谷区駒沢4-19-13,東急田園都市線駒沢大学駅 徒歩6分,和食,しゃぶしゃぶ もつ鍋,"平均予算：2,500円",店内,,,,,
