area_list,tags_list,name,description,url,category,address,access,business_hours,regular_holidays,price,phone_no,if_reservation_needed
北海道,恋人と・夫婦で,ファーム富田,丘一面を埋め尽くす日本最大級のラベンダー畑は必見,https://www.walkerplus.com/spot/ar0101s210043/    ,巡る,    北海道空知郡中富良野町基線北15号[地図],    【電車】JRラベンダー畑駅から徒歩7分(季節臨時)、中富良野駅から徒歩25分【車】道東自動車道占冠ICから約70分、道央自動車道三笠ICから約90分,    9:00〜17:00    時季・施設により異なる,    期間中無休    冬季休園の場合あり,入場無料。, 0167-39-3939 (代),
北海道,恋人と・夫婦で,ファーム富田,丘一面を埋め尽くす日本最大級のラベンダー畑は必見,https://www.walkerplus.com/spot/ar0101s210043/    ,巡る,    北海道空知郡中富良野町基線北15号[地図],    【電車】JRラベンダー畑駅から徒歩7分(季節臨時)、中富良野駅から徒歩25分【車】道東自動車道占冠ICから約70分、道央自動車道三笠ICから約90分,    9:00〜17:00    時季・施設により異なる,    期間中無休    冬季休園の場合あり,入場無料。, 0167-39-3939 (代),
ラベンダー畑駅(北海道),恋人と・夫婦で,ファーム富田,丘一面を埋め尽くす日本最大級のラベンダー畑は必見,https://www.walkerplus.com/spot/ar0101s210043/    ,巡る,    北海道空知郡中富良野町基線北15号[地図],    【電車】JRラベンダー畑駅から徒歩7分(季節臨時)、中富良野駅から徒歩25分【車】道東自動車道占冠ICから約70分、道央自動車道三笠ICから約90分,    9:00〜17:00    時季・施設により異なる,    期間中無休    冬季休園の場合あり,入場無料。, 0167-39-3939 (代),
甲信越,恋人と・夫婦で,富士山,混雑する時間の目安,https://www.walkerplus.com/spot/ar0419s54155/    ,巡る,    山梨県富士吉田市上吉田5617(富士山みはらし)[地図],    【電車】富士急行富士山駅からバスで約55分、富士スバルライン五合目下車 【車】中央自動車道、東富士五湖道路富士吉田ICから富士スバルライン経由で約43分,,,入場無料。, 090-2152-2305 富士山五合目観光協会,
山梨県,恋人と・夫婦で,富士山,混雑する時間の目安,https://www.walkerplus.com/spot/ar0419s54155/    ,巡る,    山梨県富士吉田市上吉田5617(富士山みはらし)[地図],    【電車】富士急行富士山駅からバスで約55分、富士スバルライン五合目下車 【車】中央自動車道、東富士五湖道路富士吉田ICから富士スバルライン経由で約43分,,,入場無料。, 090-2152-2305 富士山五合目観光協会,
甲信越,恋人と・夫婦で,湯澤神社,温泉街を見守る神社,https://www.walkerplus.com/spot/ar0420s198517/    ,巡る,    長野県下高井郡野沢温泉村大字豊郷[地図],    【電車】JR飯山駅から直通バス野沢温泉ライナーで約25分、野沢温泉下車徒歩5分 【車】上信越自動車道豊田飯山ICから国道117号、県道38号経由で約25分、さらに徒歩5分,,,入場無料。, 0269-85-3155 野沢温泉観光協会,
長野県,恋人と・夫婦で,湯澤神社,温泉街を見守る神社,https://www.walkerplus.com/spot/ar0420s198517/    ,巡る,    長野県下高井郡野沢温泉村大字豊郷[地図],    【電車】JR飯山駅から直通バス野沢温泉ライナーで約25分、野沢温泉下車徒歩5分 【車】上信越自動車道豊田飯山ICから国道117号、県道38号経由で約25分、さらに徒歩5分,,,入場無料。, 0269-85-3155 野沢温泉観光協会,
関西,恋人と・夫婦で,史跡 生野銀山,銀山の歴史と文化を体感,https://www.walkerplus.com/spot/ar0728s05582/    ,巡る,    兵庫県朝来市生野町小野33-5[地図],    播但線 生野駅より車で約11分,,    12月～2月の火曜日(但し、火曜日が祝日の場合は翌日に振替)、年末年始,有料。 大人900円、中高生600円、小学生400円。団体割引あり, 079-679-2010,
兵庫県,恋人と・夫婦で,史跡 生野銀山,銀山の歴史と文化を体感,https://www.walkerplus.com/spot/ar0728s05582/    ,巡る,    兵庫県朝来市生野町小野33-5[地図],    播但線 生野駅より車で約11分,,    12月～2月の火曜日(但し、火曜日が祝日の場合は翌日に振替)、年末年始,有料。 大人900円、中高生600円、小学生400円。団体割引あり, 079-679-2010,
関西,恋人と・夫婦で,高取城跡,390mの山頂にある日本国内では最大規模の山城,https://www.walkerplus.com/spot/ar0729s81272/    ,巡る,    奈良県高市郡高取町高取1[地図],    【電車】近鉄吉野線壺阪山駅から壷阪寺行きバスに乗り約10分 壷阪寺下車徒歩40分 【車】南阪奈道路葛城ICから約40分,,,入場無料。, 0744-52-3334 高取町役場まちづくり課,
奈良県,恋人と・夫婦で,高取城跡,390mの山頂にある日本国内では最大規模の山城,https://www.walkerplus.com/spot/ar0729s81272/    ,巡る,    奈良県高市郡高取町高取1[地図],    【電車】近鉄吉野線壺阪山駅から壷阪寺行きバスに乗り約10分 壷阪寺下車徒歩40分 【車】南阪奈道路葛城ICから約40分,,,入場無料。, 0744-52-3334 高取町役場まちづくり課,
北海道,恋人と・夫婦で,洞爺湖,自然が作り上げた雄大なカルデラ湖,https://www.walkerplus.com/spot/ar0101s386997/    ,巡る,    北海道虻田郡洞爺湖町[地図],    【電車】JR洞爺駅から路線バスで約20分 【車】道央自動車道虻田洞爺湖ICから温泉街まで約5分,,,入場無料。, 0142-75-4400 洞爺湖町役場 経済部 観光振興課,
北海道,恋人と・夫婦で,洞爺湖,自然が作り上げた雄大なカルデラ湖,https://www.walkerplus.com/spot/ar0101s386997/    ,巡る,    北海道虻田郡洞爺湖町[地図],    【電車】JR洞爺駅から路線バスで約20分 【車】道央自動車道虻田洞爺湖ICから温泉街まで約5分,,,入場無料。, 0142-75-4400 洞爺湖町役場 経済部 観光振興課,
関東,恋人と・夫婦で,大山山頂の初日の出,ブナやモミが生い茂る登山道を楽しむ,https://www.walkerplus.com/spot/ar0314s29977/    ,巡る,    神奈川県伊勢原市大山1[地図],    【電車】小田急小田原線伊勢原駅から大山ケーブル行きバスで約30分終点下車、徒歩15分で大山ケーブル駅。ケーブルカーで阿夫利神社駅下車、徒歩90分で大山山頂 【車】東名高速厚木ICから国道246号経由約30分、または東名高速伊勢原大山ICから約10分で市営大山第2駐車場。徒歩15分で大山ケーブル駅。ケーブルカーで阿夫利神社駅下車、徒歩90分で大山山頂,,    なし,ケーブルカー(大山ケーブル～阿夫利神社)往復 大人1120円、子供560円 。ケーブルカー片道 大人640円、子供320円, 0463-73-7373 伊勢原市観光協会(年末年始は休業),
神奈川県,恋人と・夫婦で,大山山頂の初日の出,ブナやモミが生い茂る登山道を楽しむ,https://www.walkerplus.com/spot/ar0314s29977/    ,巡る,    神奈川県伊勢原市大山1[地図],    【電車】小田急小田原線伊勢原駅から大山ケーブル行きバスで約30分終点下車、徒歩15分で大山ケーブル駅。ケーブルカーで阿夫利神社駅下車、徒歩90分で大山山頂 【車】東名高速厚木ICから国道246号経由約30分、または東名高速伊勢原大山ICから約10分で市営大山第2駐車場。徒歩15分で大山ケーブル駅。ケーブルカーで阿夫利神社駅下車、徒歩90分で大山山頂,,    なし,ケーブルカー(大山ケーブル～阿夫利神社)往復 大人1120円、子供560円 。ケーブルカー片道 大人640円、子供320円, 0463-73-7373 伊勢原市観光協会(年末年始は休業),
甲信越,恋人と・夫婦で,妻籠宿,宿場の古い町並み散策が人気,https://www.walkerplus.com/spot/ar0420s201305/    ,巡る,    長野県木曽郡南木曽町吾妻2159-2[地図],    【電車】JR南木曽駅からバスで約10分、タクシーで約10分 【車】中央自動車道中津川ICから約30分,    妻籠観光案内所8:30～17:00,    なし    妻籠観光案内所は12月29日～1月4日定休,入場無料。, 0264-57-3123,
長野県,恋人と・夫婦で,妻籠宿,宿場の古い町並み散策が人気,https://www.walkerplus.com/spot/ar0420s201305/    ,巡る,    長野県木曽郡南木曽町吾妻2159-2[地図],    【電車】JR南木曽駅からバスで約10分、タクシーで約10分 【車】中央自動車道中津川ICから約30分,    妻籠観光案内所8:30～17:00,    なし    妻籠観光案内所は12月29日～1月4日定休,入場無料。, 0264-57-3123,
関西,恋人と・夫婦で,千早城跡,楠木正成が急斜面の山に築いた天然の要塞,https://www.walkerplus.com/spot/ar0727s80627/    ,巡る,    大阪府南河内郡千早赤阪村大字千早[地図],    【電車】近鉄長野線富田林駅から千早ロープウェイ行き金剛バスに乗り約35分、金剛登山口停留所下車、徒歩30分 【車】阪神高速松原線三宅ICから約90分,,,入場無料。, 0721-21-7557 観光案内所,
大阪府,恋人と・夫婦で,千早城跡,楠木正成が急斜面の山に築いた天然の要塞,https://www.walkerplus.com/spot/ar0727s80627/    ,巡る,    大阪府南河内郡千早赤阪村大字千早[地図],    【電車】近鉄長野線富田林駅から千早ロープウェイ行き金剛バスに乗り約35分、金剛登山口停留所下車、徒歩30分 【車】阪神高速松原線三宅ICから約90分,,,入場無料。, 0721-21-7557 観光案内所,
関東,恋人と・夫婦で,石垣山一夜城,豊臣秀吉が小田原合戦の本営とした城の跡地,https://www.walkerplus.com/spot/ar0314s61290/    ,巡る,    神奈川県小田原市早川1383-12[地図],    【電車】JR早川駅から石垣山農道を経て徒歩50分 【車】小田原厚木道路小田原西ICから約7分,    終日開放,    なし,入場無料。, 0465-23-1373 小田原城総合管理事務所(公園について),
神奈川県,恋人と・夫婦で,石垣山一夜城,豊臣秀吉が小田原合戦の本営とした城の跡地,https://www.walkerplus.com/spot/ar0314s61290/    ,巡る,    神奈川県小田原市早川1383-12[地図],    【電車】JR早川駅から石垣山農道を経て徒歩50分 【車】小田原厚木道路小田原西ICから約7分,    終日開放,    なし,入場無料。, 0465-23-1373 小田原城総合管理事務所(公園について),
入生田駅(神奈川県),恋人と・夫婦で,石垣山一夜城,豊臣秀吉が小田原合戦の本営とした城の跡地,https://www.walkerplus.com/spot/ar0314s61290/    ,巡る,    神奈川県小田原市早川1383-12[地図],    【電車】JR早川駅から石垣山農道を経て徒歩50分 【車】小田原厚木道路小田原西ICから約7分,    終日開放,    なし,入場無料。, 0465-23-1373 小田原城総合管理事務所(公園について),
関西,恋人と・夫婦で,新宮城跡(丹鶴城公園),「魅力は石垣にあり」の花見スポット,https://www.walkerplus.com/spot/ar0730s77575/    ,巡る,   〒647-0081 和歌山県新宮市新宮,    【電車】JR新宮駅から徒歩10分 【車】那智勝浦新宮道路高森交差点から約10分,,    なし,入場無料。, 0735-23-3333,
和歌山県,恋人と・夫婦で,新宮城跡(丹鶴城公園),「魅力は石垣にあり」の花見スポット,https://www.walkerplus.com/spot/ar0730s77575/    ,巡る,   〒647-0081 和歌山県新宮市新宮,    【電車】JR新宮駅から徒歩10分 【車】那智勝浦新宮道路高森交差点から約10分,,    なし,入場無料。, 0735-23-3333,
新宮駅(和歌山県),恋人と・夫婦で,新宮城跡(丹鶴城公園),「魅力は石垣にあり」の花見スポット,https://www.walkerplus.com/spot/ar0730s77575/    ,巡る,   〒647-0081 和歌山県新宮市新宮,    【電車】JR新宮駅から徒歩10分 【車】那智勝浦新宮道路高森交差点から約10分,,    なし,入場無料。, 0735-23-3333,
中国,恋人と・夫婦で,王子が岳,混雑する時間の目安,https://www.walkerplus.com/spot/ar0833s393634/    ,巡る,    岡山県玉野市渋川4丁目地内[地図],    【電車】JR宇野駅から車で約30分。JR児島駅から車で約25分 【車】瀬戸中央道児島ICから国道430号経由で約30分,    終日開放,    なし,入場無料。, 0863-21-3486 玉野市観光協会,
岡山県,恋人と・夫婦で,王子が岳,混雑する時間の目安,https://www.walkerplus.com/spot/ar0833s393634/    ,巡る,    岡山県玉野市渋川4丁目地内[地図],    【電車】JR宇野駅から車で約30分。JR児島駅から車で約25分 【車】瀬戸中央道児島ICから国道430号経由で約30分,    終日開放,    なし,入場無料。, 0863-21-3486 玉野市観光協会,
東北,恋人と・夫婦で,弘前城,東北唯一の江戸時代築造の天守,https://www.walkerplus.com/spot/ar0202s78753/    ,巡る,    青森県弘前市大字下白銀町1[地図],    【電車】JR弘前駅より徒歩30分または車で10分、またはバスで土手町循環バス市役所前下車徒歩2分、駒越経由藤代営業所行き市役所前公園入り口下車徒歩2分、浜の町経由藤代営業所行き文化センター前下車徒歩2分・中央高校前下車徒歩2分【車】東北自動車道大鰐弘前ICから約25分,    9:00～17:00 (最終入場16:30)    さくらまつり期間(例年4月中旬～5月上旬) 7:00～21:00,    11月24日～3月31日    ※期間中は入園無料,有料。 単独券(弘前城本丸・北の郭の1日入園券) 大人(高校生以上)320円、子供(小・中学生)100円、未就学児無料。団体割引あり(10人以上)。通年券、周辺施設との共通券あり。植物園には別途入園料あり。詳細は公式サイト参照, 0172-33-8739,
青森県,恋人と・夫婦で,弘前城,東北唯一の江戸時代築造の天守,https://www.walkerplus.com/spot/ar0202s78753/    ,巡る,    青森県弘前市大字下白銀町1[地図],    【電車】JR弘前駅より徒歩30分または車で10分、またはバスで土手町循環バス市役所前下車徒歩2分、駒越経由藤代営業所行き市役所前公園入り口下車徒歩2分、浜の町経由藤代営業所行き文化センター前下車徒歩2分・中央高校前下車徒歩2分【車】東北自動車道大鰐弘前ICから約25分,    9:00～17:00 (最終入場16:30)    さくらまつり期間(例年4月中旬～5月上旬) 7:00～21:00,    11月24日～3月31日    ※期間中は入園無料,有料。 単独券(弘前城本丸・北の郭の1日入園券) 大人(高校生以上)320円、子供(小・中学生)100円、未就学児無料。団体割引あり(10人以上)。通年券、周辺施設との共通券あり。植物園には別途入園料あり。詳細は公式サイト参照, 0172-33-8739,
甲信越,恋人と・夫婦で,大城山,混雑する時間の目安,https://www.walkerplus.com/spot/ar0420s76861/    ,巡る,    長野県上伊那郡辰野町上辰野[地図],    【電車】JR辰野駅から徒歩60分 【車】中央自動車道伊北ICから約30分,    入山自由,    なし,入場無料。, 0266-41-1111 辰野町役場産業振興課観光係,
長野県,恋人と・夫婦で,大城山,混雑する時間の目安,https://www.walkerplus.com/spot/ar0420s76861/    ,巡る,    長野県上伊那郡辰野町上辰野[地図],    【電車】JR辰野駅から徒歩60分 【車】中央自動車道伊北ICから約30分,    入山自由,    なし,入場無料。, 0266-41-1111 辰野町役場産業振興課観光係,
辰野駅(長野県),恋人と・夫婦で,大城山,混雑する時間の目安,https://www.walkerplus.com/spot/ar0420s76861/    ,巡る,    長野県上伊那郡辰野町上辰野[地図],    【電車】JR辰野駅から徒歩60分 【車】中央自動車道伊北ICから約30分,    入山自由,    なし,入場無料。, 0266-41-1111 辰野町役場産業振興課観光係,
東海,恋人と・夫婦で,岩村城跡,鎌倉時代から江戸時代まで700年もの歴史を持つ城,https://www.walkerplus.com/spot/ar0621s80620/    ,巡る,   〒509-7403 岐阜県恵那市 岩村町城山,    【電車】明知鉄道岩村駅から徒歩50分 【車】中央自動車道恵那ICから約25分,,,, 0573-43-3231 恵那市観光協会岩村支部,
岐阜県,恋人と・夫婦で,岩村城跡,鎌倉時代から江戸時代まで700年もの歴史を持つ城,https://www.walkerplus.com/spot/ar0621s80620/    ,巡る,   〒509-7403 岐阜県恵那市 岩村町城山,    【電車】明知鉄道岩村駅から徒歩50分 【車】中央自動車道恵那ICから約25分,,,, 0573-43-3231 恵那市観光協会岩村支部,
東海,恋人と・夫婦で,野間大坊,源義朝の縁深い尾張屈指の護摩祈祷の寺,https://www.walkerplus.com/spot/ar0623s30508/    ,巡る,    愛知県知多郡美浜町野間東畠ケ50[地図],    【電車】名鉄知多新線野間駅から徒歩約10分 【車】南知多道路美浜ICから県道小鈴谷河和線・野間河和線経由約15分,    冬季 7:00～17:00    12月31日23:00～1月1日18:00、1月2日・3日7:00～18:00,,, 0569-87-0050 野間大坊,
愛知県,恋人と・夫婦で,野間大坊,源義朝の縁深い尾張屈指の護摩祈祷の寺,https://www.walkerplus.com/spot/ar0623s30508/    ,巡る,    愛知県知多郡美浜町野間東畠ケ50[地図],    【電車】名鉄知多新線野間駅から徒歩約10分 【車】南知多道路美浜ICから県道小鈴谷河和線・野間河和線経由約15分,    冬季 7:00～17:00    12月31日23:00～1月1日18:00、1月2日・3日7:00～18:00,,, 0569-87-0050 野間大坊,
野間駅(愛知県),恋人と・夫婦で,野間大坊,源義朝の縁深い尾張屈指の護摩祈祷の寺,https://www.walkerplus.com/spot/ar0623s30508/    ,巡る,    愛知県知多郡美浜町野間東畠ケ50[地図],    【電車】名鉄知多新線野間駅から徒歩約10分 【車】南知多道路美浜ICから県道小鈴谷河和線・野間河和線経由約15分,    冬季 7:00～17:00    12月31日23:00～1月1日18:00、1月2日・3日7:00～18:00,,, 0569-87-0050 野間大坊,
中国,恋人と・夫婦で,備中松山城,標高430ｍ、現存天守を持つ天空の城,https://www.walkerplus.com/spot/ar0833s78131/    ,巡る,    岡山県高梁市内山下1[地図],    【電車】JR備中高梁駅からタクシー約10分(8合目) 【車】岡山自動車道賀陽ICから約30分(8合目) ※8合目から徒歩20分で山頂,    4～9月 9:00～17:30、10～3月 9:00～16:30,    12月29日～1月3日,有料。 入城料 大人500円、小中学生200円。団体割引、共通券あり。料金の詳細は公式サイト参照, 0866-21-0461 高梁市観光協会,
岡山県,恋人と・夫婦で,備中松山城,標高430ｍ、現存天守を持つ天空の城,https://www.walkerplus.com/spot/ar0833s78131/    ,巡る,    岡山県高梁市内山下1[地図],    【電車】JR備中高梁駅からタクシー約10分(8合目) 【車】岡山自動車道賀陽ICから約30分(8合目) ※8合目から徒歩20分で山頂,    4～9月 9:00～17:30、10～3月 9:00～16:30,    12月29日～1月3日,有料。 入城料 大人500円、小中学生200円。団体割引、共通券あり。料金の詳細は公式サイト参照, 0866-21-0461 高梁市観光協会,
中国,恋人と・夫婦で,只の浜海岸,青海島が目の前に広がる遠浅のビーチ,https://www.walkerplus.com/spot/ar0835s52547/    ,巡る,    山口県長門市西深川只の浜[地図],    【電車】JR長門市駅からブルーライン交通バス古市駅、人丸駅行き乗車約11分、只の浜海水浴場下車すぐ 【車】中国自動車道美祢ICから約40分,,,入場無料。, 0837-26-0708 長門市観光案内所YUKUTE,
山口県,恋人と・夫婦で,只の浜海岸,青海島が目の前に広がる遠浅のビーチ,https://www.walkerplus.com/spot/ar0835s52547/    ,巡る,    山口県長門市西深川只の浜[地図],    【電車】JR長門市駅からブルーライン交通バス古市駅、人丸駅行き乗車約11分、只の浜海水浴場下車すぐ 【車】中国自動車道美祢ICから約40分,,,入場無料。, 0837-26-0708 長門市観光案内所YUKUTE,
九州,恋人と・夫婦で,大野城跡,大宰府防衛のために築かれた古代朝鮮式山城,https://www.walkerplus.com/spot/ar1040s81392/    ,巡る,   〒811-2105 福岡県糟屋郡宇美町四王寺,    【電車】西鉄太宰府線太宰府駅から徒歩約40分。博多駅交通センターから宇美町役場行きバスに乗り約30分 宇美町役場前で乗り換え約5分 県民の森入口下車徒歩約60分 【車】九州自動車道太宰府ICから約30分,,,入場無料。, 092-932-7373 福岡県立四王寺県民の森管理事務所,
福岡県,恋人と・夫婦で,大野城跡,大宰府防衛のために築かれた古代朝鮮式山城,https://www.walkerplus.com/spot/ar1040s81392/    ,巡る,   〒811-2105 福岡県糟屋郡宇美町四王寺,    【電車】西鉄太宰府線太宰府駅から徒歩約40分。博多駅交通センターから宇美町役場行きバスに乗り約30分 宇美町役場前で乗り換え約5分 県民の森入口下車徒歩約60分 【車】九州自動車道太宰府ICから約30分,,,入場無料。, 092-932-7373 福岡県立四王寺県民の森管理事務所,
北海道,恋人と・夫婦で,藻岩山(ロープウェイ),札幌の街を見渡す大パノラマ,https://www.walkerplus.com/spot/ar0101s393678/    ,巡る,    北海道札幌市中央区伏見5-3-7[地図],    【電車】市電ロープウェイ入口からもいわ山麓駅まで無料シャトルバスあり 【車】札樽自動車道札幌北ICから山麓駐車場まで約25分,    夏期(4月〜11月)10:30〜22:00 ※上り最終21:30。冬期(12月〜3月)11:00〜22:00 ※上り最終21:30,    悪天候時、整備点検による休業あり(日程はHPをご確認下さい),ロープウェイ+ミニケーブルカー 往復大人1800円、小人900円, 011-561-8177 札幌もいわ山ロープウェイ,
北海道,恋人と・夫婦で,藻岩山(ロープウェイ),札幌の街を見渡す大パノラマ,https://www.walkerplus.com/spot/ar0101s393678/    ,巡る,    北海道札幌市中央区伏見5-3-7[地図],    【電車】市電ロープウェイ入口からもいわ山麓駅まで無料シャトルバスあり 【車】札樽自動車道札幌北ICから山麓駐車場まで約25分,    夏期(4月〜11月)10:30〜22:00 ※上り最終21:30。冬期(12月〜3月)11:00〜22:00 ※上り最終21:30,    悪天候時、整備点検による休業あり(日程はHPをご確認下さい),ロープウェイ+ミニケーブルカー 往復大人1800円、小人900円, 011-561-8177 札幌もいわ山ロープウェイ,
北陸,恋人と・夫婦で,七尾城跡,七尾城跡,https://www.walkerplus.com/spot/ar0517s80626/    ,巡る,七尾城駐車場 〒926-0025 石川県七尾市,    【電車】JR七尾駅からまりん号(市内循環バス東回り)に乗り約15分 古屋敷町下車徒歩40分、またはJR七尾駅から車で約15分,,,入場無料。, 0767-53-8437 七尾市教育委員会 スポーツ・文化課,
石川県,恋人と・夫婦で,七尾城跡,七尾城跡,https://www.walkerplus.com/spot/ar0517s80626/    ,巡る,七尾城駐車場 〒926-0025 石川県七尾市,    【電車】JR七尾駅からまりん号(市内循環バス東回り)に乗り約15分 古屋敷町下車徒歩40分、またはJR七尾駅から車で約15分,,,入場無料。, 0767-53-8437 七尾市教育委員会 スポーツ・文化課,
中国,恋人と・夫婦で,太華山,瀬戸内海の島々や市街地を一望できる,https://www.walkerplus.com/spot/ar0835s197061/    ,巡る,    山口県周南市大字栗屋[地図],    【車】山陽自動車道徳山東ＩＣから山頂まで約30分 山陽自動車道徳山東ＩＣから登山口まで約10分,,,入場無料。, 0834-22-8372,
山口県,恋人と・夫婦で,太華山,瀬戸内海の島々や市街地を一望できる,https://www.walkerplus.com/spot/ar0835s197061/    ,巡る,    山口県周南市大字栗屋[地図],    【車】山陽自動車道徳山東ＩＣから山頂まで約30分 山陽自動車道徳山東ＩＣから登山口まで約10分,,,入場無料。, 0834-22-8372,
九州,恋人と・夫婦で,国見ヶ丘,ミシュランで1つ星を獲得した眺望が自慢,https://www.walkerplus.com/spot/ar1045s393671/    ,巡る,    宮崎県高千穂町押方[地図],    【電車】JR延岡駅からバス(約90分)で高千穂バスセンター下車、そこから車で約10分 【車】九州道松橋ICから約90分,    終日開放,    なし,入場無料。, 0982-73-1212 高千穂町 企画観光課,
宮崎県,恋人と・夫婦で,国見ヶ丘,ミシュランで1つ星を獲得した眺望が自慢,https://www.walkerplus.com/spot/ar1045s393671/    ,巡る,    宮崎県高千穂町押方[地図],    【電車】JR延岡駅からバス(約90分)で高千穂バスセンター下車、そこから車で約10分 【車】九州道松橋ICから約90分,    終日開放,    なし,入場無料。, 0982-73-1212 高千穂町 企画観光課,
関東,恋人と・夫婦で,上野三碑,ユネスコ世界の記憶に認定された文化財,https://www.walkerplus.com/spot/ar0310s223520/    ,巡る,〒370-2132 群馬県高崎市吉井町吉井２１２ 吉井駅前,    【電車】上信電鉄西山名駅または山名駅から徒歩20分(山上碑)。上信電鉄吉井駅から徒歩30分(多胡碑)。上信電鉄根小屋駅から徒歩10分(金井沢碑)【車】上信越自動車道吉井ICから約15分(山上碑)。上信越自動車道吉井ICから約7分(多胡碑)。上信越自動車道吉井ICから約15分(金井沢碑),    多胡碑記念館 9:30～17:00    最終入館16:30,    多胡碑記念館:月曜(祝日の場合はその翌日)、年末年始(12月28日～1月4日),多胡碑記念館入館料 大人200円、大学生100円、高校生以下、65歳以上拝観無料, 027-321-1292 高崎市教育委員会事務局 教育部 文化財保護課,
群馬県,恋人と・夫婦で,上野三碑,ユネスコ世界の記憶に認定された文化財,https://www.walkerplus.com/spot/ar0310s223520/    ,巡る,〒370-2132 群馬県高崎市吉井町吉井２１２ 吉井駅前,    【電車】上信電鉄西山名駅または山名駅から徒歩20分(山上碑)。上信電鉄吉井駅から徒歩30分(多胡碑)。上信電鉄根小屋駅から徒歩10分(金井沢碑)【車】上信越自動車道吉井ICから約15分(山上碑)。上信越自動車道吉井ICから約7分(多胡碑)。上信越自動車道吉井ICから約15分(金井沢碑),    多胡碑記念館 9:30～17:00    最終入館16:30,    多胡碑記念館:月曜(祝日の場合はその翌日)、年末年始(12月28日～1月4日),多胡碑記念館入館料 大人200円、大学生100円、高校生以下、65歳以上拝観無料, 027-321-1292 高崎市教育委員会事務局 教育部 文化財保護課,
西山名駅(群馬県),恋人と・夫婦で,上野三碑,ユネスコ世界の記憶に認定された文化財,https://www.walkerplus.com/spot/ar0310s223520/    ,巡る,〒370-2132 群馬県高崎市吉井町吉井２１２ 吉井駅前,    【電車】上信電鉄西山名駅または山名駅から徒歩20分(山上碑)。上信電鉄吉井駅から徒歩30分(多胡碑)。上信電鉄根小屋駅から徒歩10分(金井沢碑)【車】上信越自動車道吉井ICから約15分(山上碑)。上信越自動車道吉井ICから約7分(多胡碑)。上信越自動車道吉井ICから約15分(金井沢碑),    多胡碑記念館 9:30～17:00    最終入館16:30,    多胡碑記念館:月曜(祝日の場合はその翌日)、年末年始(12月28日～1月4日),多胡碑記念館入館料 大人200円、大学生100円、高校生以下、65歳以上拝観無料, 027-321-1292 高崎市教育委員会事務局 教育部 文化財保護課,
高崎商科大学前駅(群馬県),恋人と・夫婦で,上野三碑,ユネスコ世界の記憶に認定された文化財,https://www.walkerplus.com/spot/ar0310s223520/    ,巡る,〒370-2132 群馬県高崎市吉井町吉井２１２ 吉井駅前,    【電車】上信電鉄西山名駅または山名駅から徒歩20分(山上碑)。上信電鉄吉井駅から徒歩30分(多胡碑)。上信電鉄根小屋駅から徒歩10分(金井沢碑)【車】上信越自動車道吉井ICから約15分(山上碑)。上信越自動車道吉井ICから約7分(多胡碑)。上信越自動車道吉井ICから約15分(金井沢碑),    多胡碑記念館 9:30～17:00    最終入館16:30,    多胡碑記念館:月曜(祝日の場合はその翌日)、年末年始(12月28日～1月4日),多胡碑記念館入館料 大人200円、大学生100円、高校生以下、65歳以上拝観無料, 027-321-1292 高崎市教育委員会事務局 教育部 文化財保護課,
山名駅(群馬県),恋人と・夫婦で,上野三碑,ユネスコ世界の記憶に認定された文化財,https://www.walkerplus.com/spot/ar0310s223520/    ,巡る,〒370-2132 群馬県高崎市吉井町吉井２１２ 吉井駅前,    【電車】上信電鉄西山名駅または山名駅から徒歩20分(山上碑)。上信電鉄吉井駅から徒歩30分(多胡碑)。上信電鉄根小屋駅から徒歩10分(金井沢碑)【車】上信越自動車道吉井ICから約15分(山上碑)。上信越自動車道吉井ICから約7分(多胡碑)。上信越自動車道吉井ICから約15分(金井沢碑),    多胡碑記念館 9:30～17:00    最終入館16:30,    多胡碑記念館:月曜(祝日の場合はその翌日)、年末年始(12月28日～1月4日),多胡碑記念館入館料 大人200円、大学生100円、高校生以下、65歳以上拝観無料, 027-321-1292 高崎市教育委員会事務局 教育部 文化財保護課,
関東,恋人と・夫婦で,箕輪城跡,武田信玄との激戦を耐えぬいた不落の城,https://www.walkerplus.com/spot/ar0310s80473/    ,巡る,    群馬県高崎市箕郷町西明屋(二の丸駐車場)[地図],    【電車】JR高崎駅から箕郷または伊香保温泉行きバスに乗り約30分、箕郷本町(箕郷)小学校前、城山入口、東明屋(伊香保温泉)下車、徒歩15～20分 【車】関越自動車道前橋ICから約30分(国道17号、県道28号経由),    日本100名城スタンプ受付(高崎市箕郷支所) 8:30～17:15    休日は裏口に設置 日本百名城スタンプ(高崎市箕郷公民館) 9:00～17:00 祝日は休館,    なし,入場無料。, 027-321-1292,
群馬県,恋人と・夫婦で,箕輪城跡,武田信玄との激戦を耐えぬいた不落の城,https://www.walkerplus.com/spot/ar0310s80473/    ,巡る,    群馬県高崎市箕郷町西明屋(二の丸駐車場)[地図],    【電車】JR高崎駅から箕郷または伊香保温泉行きバスに乗り約30分、箕郷本町(箕郷)小学校前、城山入口、東明屋(伊香保温泉)下車、徒歩15～20分 【車】関越自動車道前橋ICから約30分(国道17号、県道28号経由),    日本100名城スタンプ受付(高崎市箕郷支所) 8:30～17:15    休日は裏口に設置 日本百名城スタンプ(高崎市箕郷公民館) 9:00～17:00 祝日は休館,    なし,入場無料。, 027-321-1292,
