area_list,tags_list,name,description,url,category,address,access,business_hours,regular_holidays,price,phone_no,if_reservation_needed
埼玉県,ショッピングモール,ステラモール,子連れに優しいショッピングモール,https://www.walkerplus.com/spot/ar0311s375949/    ,買う,    埼玉県さいたま市北区宮原町1-854-1[地図],    【電車】JR土呂駅から無料シャトルバスで約5分、または埼玉新都市交通ニューシャトル加茂宮駅から徒歩7分 【車】JR大宮駅より約10分またはJR上尾駅より約20分,    ショッピングエリア10:00～21:00、レストランエリア11:00～22:00    ※一部店舗は異なる 【変更中】物販店舗10:00～20:00、飲食(レストラン街)11:00～20:00,    不定休    台風などの気象条件により、急遽閉館となる場合あり。,対応可。, 048-660-5200 10:00～21:00,
加茂宮駅(埼玉県),ショッピングモール,ステラモール,子連れに優しいショッピングモール,https://www.walkerplus.com/spot/ar0311s375949/    ,買う,    埼玉県さいたま市北区宮原町1-854-1[地図],    【電車】JR土呂駅から無料シャトルバスで約5分、または埼玉新都市交通ニューシャトル加茂宮駅から徒歩7分 【車】JR大宮駅より約10分またはJR上尾駅より約20分,    ショッピングエリア10:00～21:00、レストランエリア11:00～22:00    ※一部店舗は異なる 【変更中】物販店舗10:00～20:00、飲食(レストラン街)11:00～20:00,    不定休    台風などの気象条件により、急遽閉館となる場合あり。,対応可。, 048-660-5200 10:00～21:00,
土呂駅(埼玉県),ショッピングモール,ステラモール,子連れに優しいショッピングモール,https://www.walkerplus.com/spot/ar0311s375949/    ,買う,    埼玉県さいたま市北区宮原町1-854-1[地図],    【電車】JR土呂駅から無料シャトルバスで約5分、または埼玉新都市交通ニューシャトル加茂宮駅から徒歩7分 【車】JR大宮駅より約10分またはJR上尾駅より約20分,    ショッピングエリア10:00～21:00、レストランエリア11:00～22:00    ※一部店舗は異なる 【変更中】物販店舗10:00～20:00、飲食(レストラン街)11:00～20:00,    不定休    台風などの気象条件により、急遽閉館となる場合あり。,対応可。, 048-660-5200 10:00～21:00,
関東,ショッピングモール,イオンモール成田,国内外から多くの観光客も訪れる大型ショッピングモール,https://www.walkerplus.com/spot/ar0312s377289/    ,買う,    千葉県成田市ウイング土屋24[地図],    【電車】JR成田駅・京成成田駅からイオンモール成田行きバスで約10分 【車】東関東自動車道成田ICから約7分,    イオンモール専門店街10:00～21:00、レストラン街11:00～22:00、フードフォレスト10:00～22:00、イオンスタイル成田1階食品売場8:00～23:00/1・2階直営売場9:00～22:00、ケーヨーD2 9:30～20:00    レストラン街のラストオーダーは21:30(店舗により一部異なる)、フードフォレストのラストオーダーは店舗により異なる 【変更中】専門店街10:00～20:00、レストラン街11:00～20:00　※一部店舗は異なる,    年中無休,入場無料。, 0476-23-8282,
千葉県,ショッピングモール,イオンモール成田,国内外から多くの観光客も訪れる大型ショッピングモール,https://www.walkerplus.com/spot/ar0312s377289/    ,買う,    千葉県成田市ウイング土屋24[地図],    【電車】JR成田駅・京成成田駅からイオンモール成田行きバスで約10分 【車】東関東自動車道成田ICから約7分,    イオンモール専門店街10:00～21:00、レストラン街11:00～22:00、フードフォレスト10:00～22:00、イオンスタイル成田1階食品売場8:00～23:00/1・2階直営売場9:00～22:00、ケーヨーD2 9:30～20:00    レストラン街のラストオーダーは21:30(店舗により一部異なる)、フードフォレストのラストオーダーは店舗により異なる 【変更中】専門店街10:00～20:00、レストラン街11:00～20:00　※一部店舗は異なる,    年中無休,入場無料。, 0476-23-8282,
東北,ショッピングモール,イオンモールいわき小名浜,防災に特化した大型ショッピングモール,https://www.walkerplus.com/spot/ar0207s378034/    ,買う,    福島県いわき市小名浜字辰巳町79番地[地図],    【電車】JR常磐線泉駅からバスでイオンモールいわき小名浜停留所下車すぐ 【車】常磐自動車道いわき湯本ICから約25分,    専門店・フードコート10:00～21:00、レストラン11:00～22:00、シネマ10:00～22:00(季節による変動あり)。【イオンスタイルいわき小名浜】2階食品売場8:00～22:00、3階衣料品売場・4階ホームファッション売場9:00～21:00    年末年始や近隣でのイベント開催により、が変更になる場合あり。,    年中無休,対応可。, 0246-54-4000 代表番号,
福島県,ショッピングモール,イオンモールいわき小名浜,防災に特化した大型ショッピングモール,https://www.walkerplus.com/spot/ar0207s378034/    ,買う,    福島県いわき市小名浜字辰巳町79番地[地図],    【電車】JR常磐線泉駅からバスでイオンモールいわき小名浜停留所下車すぐ 【車】常磐自動車道いわき湯本ICから約25分,    専門店・フードコート10:00～21:00、レストラン11:00～22:00、シネマ10:00～22:00(季節による変動あり)。【イオンスタイルいわき小名浜】2階食品売場8:00～22:00、3階衣料品売場・4階ホームファッション売場9:00～21:00    年末年始や近隣でのイベント開催により、が変更になる場合あり。,    年中無休,対応可。, 0246-54-4000 代表番号,
関東,ショッピングモール,イオンモール太田,子供も楽しめる工夫が施されたショッピングセンター,https://www.walkerplus.com/spot/ar0310s23063/    ,買う,    群馬県太田市石原町81[地図],    【電車】東武鉄道太田駅南口からシャトルバスで約10分 【車】北関東自動車道太田桐生ICから約10分,    専門店街10:00～21:00、フードコート・レストラン街11:00～22:00(LO:21:30)、イオン1F食品フロア8:00～23:00    一部店舗により異なる,    なし    天災、保守、メンテナンス等により臨時休業する場合あり,入場無料。, 0276-47-8700 イオンモール専門店代表,
群馬県,ショッピングモール,イオンモール太田,子供も楽しめる工夫が施されたショッピングセンター,https://www.walkerplus.com/spot/ar0310s23063/    ,買う,    群馬県太田市石原町81[地図],    【電車】東武鉄道太田駅南口からシャトルバスで約10分 【車】北関東自動車道太田桐生ICから約10分,    専門店街10:00～21:00、フードコート・レストラン街11:00～22:00(LO:21:30)、イオン1F食品フロア8:00～23:00    一部店舗により異なる,    なし    天災、保守、メンテナンス等により臨時休業する場合あり,入場無料。, 0276-47-8700 イオンモール専門店代表,
関西,ショッピングモール,イオンタウン茨木太田,混雑する時間の目安,https://www.walkerplus.com/spot/ar0727s405555/    ,買う,    大阪府茨木市城の前町2-1[地図],    【電車】JR総持寺駅から徒歩10分 【車】国道171号線西河原交差点から約3分,    10:00～21:00(物販・サービス店舗)、11:00～22:00(飲食専門店)、9:00～22:00(イオンフードスタイル茨木太田)    緊急事態宣言発令に伴い一部店舗での変更有,    なし,入場無料。, 072-625-0510 イオンタウン茨木太田(代表番号),
大阪府,ショッピングモール,イオンタウン茨木太田,混雑する時間の目安,https://www.walkerplus.com/spot/ar0727s405555/    ,買う,    大阪府茨木市城の前町2-1[地図],    【電車】JR総持寺駅から徒歩10分 【車】国道171号線西河原交差点から約3分,    10:00～21:00(物販・サービス店舗)、11:00～22:00(飲食専門店)、9:00～22:00(イオンフードスタイル茨木太田)    緊急事態宣言発令に伴い一部店舗での変更有,    なし,入場無料。, 072-625-0510 イオンタウン茨木太田(代表番号),
関東,ショッピングモール,ニューポートひたちなかファッションクルーズ,混雑する時間の目安,https://www.walkerplus.com/spot/ar0308s391879/    ,買う,    茨城県ひたちなか市新光町35番[地図],    【電車】JR常磐線勝田駅下車（勝田駅東口バスターミナル2番のりば発）「ひたち海浜公園」行きバスで「ジョイフル本田西」停留所下車すぐ。または「中央研修所（海浜公園経由）」行きバスで「ジョイフル本田西」停留所下車すぐ 【車】土浦方面常磐道「友部JCT」から北関東自動車道ひたちなか方面へ。北関東自動車道、東水戸道路、常陸那珂道路「ひたち海浜公園IC」から約3分。または日立方面常磐道「那珂IC」から約30分。,    1F、2F(物販・カフェ・サービス)10:00～20:00、2F(レストラン・フードコート)10:00〜21:00(ラストオーダー20:30)    ※都合により、が変更になる場合あり。,,入場無料。, 029-264-2430,
茨城県,ショッピングモール,ニューポートひたちなかファッションクルーズ,混雑する時間の目安,https://www.walkerplus.com/spot/ar0308s391879/    ,買う,    茨城県ひたちなか市新光町35番[地図],    【電車】JR常磐線勝田駅下車（勝田駅東口バスターミナル2番のりば発）「ひたち海浜公園」行きバスで「ジョイフル本田西」停留所下車すぐ。または「中央研修所（海浜公園経由）」行きバスで「ジョイフル本田西」停留所下車すぐ 【車】土浦方面常磐道「友部JCT」から北関東自動車道ひたちなか方面へ。北関東自動車道、東水戸道路、常陸那珂道路「ひたち海浜公園IC」から約3分。または日立方面常磐道「那珂IC」から約30分。,    1F、2F(物販・カフェ・サービス)10:00～20:00、2F(レストラン・フードコート)10:00〜21:00(ラストオーダー20:30)    ※都合により、が変更になる場合あり。,,入場無料。, 029-264-2430,
中国,ショッピングモール,ブランチ岡山北長瀬,「つどう、つながる、ひろがる」がコンセプトのショッピングモール,https://www.walkerplus.com/spot/ar0833s396484/    ,買う,    岡山県岡山市北区北長瀬表町2-17-80[地図],    【電車】JR山陽本線伯備線北長瀬駅南口より徒歩4分 【車】山陽自動車道岡山ICから約20分,    10:00〜21:00    店舗により異なる,    店舗により異なる,入場無料。, 086-250-7186,
岡山県,ショッピングモール,ブランチ岡山北長瀬,「つどう、つながる、ひろがる」がコンセプトのショッピングモール,https://www.walkerplus.com/spot/ar0833s396484/    ,買う,    岡山県岡山市北区北長瀬表町2-17-80[地図],    【電車】JR山陽本線伯備線北長瀬駅南口より徒歩4分 【車】山陽自動車道岡山ICから約20分,    10:00〜21:00    店舗により異なる,    店舗により異なる,入場無料。, 086-250-7186,
北長瀬駅(岡山県),ショッピングモール,ブランチ岡山北長瀬,「つどう、つながる、ひろがる」がコンセプトのショッピングモール,https://www.walkerplus.com/spot/ar0833s396484/    ,買う,    岡山県岡山市北区北長瀬表町2-17-80[地図],    【電車】JR山陽本線伯備線北長瀬駅南口より徒歩4分 【車】山陽自動車道岡山ICから約20分,    10:00〜21:00    店舗により異なる,    店舗により異なる,入場無料。, 086-250-7186,
中国,ショッピングモール,LECT,住、食、知に根ざした多彩な店舗を構える大型ショッピングセンター,https://www.walkerplus.com/spot/ar0834s208258/    ,買う,    広島県広島市西区扇二丁目1番45号[地図],    【電車】JR新井口駅下車、アルパークバスターミナルからシャトルバス約5分【車】広島高速3号線商工センター出口すぐ。山陽自動車道五日市ICから約15分,    you me食品館9:00～22:00、LECT専門店10:00～21:00、レストラン街11:00～21:00    施設により異なる,,入場無料。, 082-270-0051 代表,
広島県,ショッピングモール,LECT,住、食、知に根ざした多彩な店舗を構える大型ショッピングセンター,https://www.walkerplus.com/spot/ar0834s208258/    ,買う,    広島県広島市西区扇二丁目1番45号[地図],    【電車】JR新井口駅下車、アルパークバスターミナルからシャトルバス約5分【車】広島高速3号線商工センター出口すぐ。山陽自動車道五日市ICから約15分,    you me食品館9:00～22:00、LECT専門店10:00～21:00、レストラン街11:00～21:00    施設により異なる,,入場無料。, 082-270-0051 代表,
草津南駅(広島県),ショッピングモール,LECT,住、食、知に根ざした多彩な店舗を構える大型ショッピングセンター,https://www.walkerplus.com/spot/ar0834s208258/    ,買う,    広島県広島市西区扇二丁目1番45号[地図],    【電車】JR新井口駅下車、アルパークバスターミナルからシャトルバス約5分【車】広島高速3号線商工センター出口すぐ。山陽自動車道五日市ICから約15分,    you me食品館9:00～22:00、LECT専門店10:00～21:00、レストラン街11:00～21:00    施設により異なる,,入場無料。, 082-270-0051 代表,
東北,ショッピングモール,イオンモール秋田,多彩な施設が集結するエンタテインメントモール,https://www.walkerplus.com/spot/ar0205s23056/    ,買う,    秋田県秋田市御所野地蔵田1-1-1[地図],    【電車】JR四ツ小屋駅から徒歩20分 【車】秋田自動車道秋田南ICから約5分。日本海東北自動車道秋田空港ICから約10分,    9:00～22:00　※店舗により異なる。変更の場合あり,    なし。メンテナンスなど臨時休館する場合あり,対応可。, 018-889-6500,
秋田県,ショッピングモール,イオンモール秋田,多彩な施設が集結するエンタテインメントモール,https://www.walkerplus.com/spot/ar0205s23056/    ,買う,    秋田県秋田市御所野地蔵田1-1-1[地図],    【電車】JR四ツ小屋駅から徒歩20分 【車】秋田自動車道秋田南ICから約5分。日本海東北自動車道秋田空港ICから約10分,    9:00～22:00　※店舗により異なる。変更の場合あり,    なし。メンテナンスなど臨時休館する場合あり,対応可。, 018-889-6500,
関東,ショッピングモール,横浜ベイクォーター,混雑する時間の目安,https://www.walkerplus.com/spot/ar0314s386342/    ,買う,    神奈川県横浜市神奈川区金港町1-10[地図],    【電車】JR横浜駅きた東口Aから徒歩3分 【車】首都高速道路横羽線みなとみらい出口から約5分,    ショップ 11:00～20:00、レストラン・カフェ 11:00～23:00(一部7:00～)    ※店舗により異なる ※予告なく変更の場合あり ※一部変更中。詳細は公式サイト等をご確認ください,    なし,入場無料。, 045-577-8123 代表,
神奈川県,ショッピングモール,横浜ベイクォーター,混雑する時間の目安,https://www.walkerplus.com/spot/ar0314s386342/    ,買う,    神奈川県横浜市神奈川区金港町1-10[地図],    【電車】JR横浜駅きた東口Aから徒歩3分 【車】首都高速道路横羽線みなとみらい出口から約5分,    ショップ 11:00～20:00、レストラン・カフェ 11:00～23:00(一部7:00～)    ※店舗により異なる ※予告なく変更の場合あり ※一部変更中。詳細は公式サイト等をご確認ください,    なし,入場無料。, 045-577-8123 代表,
横浜駅(神奈川県),ショッピングモール,横浜ベイクォーター,混雑する時間の目安,https://www.walkerplus.com/spot/ar0314s386342/    ,買う,    神奈川県横浜市神奈川区金港町1-10[地図],    【電車】JR横浜駅きた東口Aから徒歩3分 【車】首都高速道路横羽線みなとみらい出口から約5分,    ショップ 11:00～20:00、レストラン・カフェ 11:00～23:00(一部7:00～)    ※店舗により異なる ※予告なく変更の場合あり ※一部変更中。詳細は公式サイト等をご確認ください,    なし,入場無料。, 045-577-8123 代表,
神奈川駅(神奈川県),ショッピングモール,横浜ベイクォーター,混雑する時間の目安,https://www.walkerplus.com/spot/ar0314s386342/    ,買う,    神奈川県横浜市神奈川区金港町1-10[地図],    【電車】JR横浜駅きた東口Aから徒歩3分 【車】首都高速道路横羽線みなとみらい出口から約5分,    ショップ 11:00～20:00、レストラン・カフェ 11:00～23:00(一部7:00～)    ※店舗により異なる ※予告なく変更の場合あり ※一部変更中。詳細は公式サイト等をご確認ください,    なし,入場無料。, 045-577-8123 代表,
新高島駅(神奈川県),ショッピングモール,横浜ベイクォーター,混雑する時間の目安,https://www.walkerplus.com/spot/ar0314s386342/    ,買う,    神奈川県横浜市神奈川区金港町1-10[地図],    【電車】JR横浜駅きた東口Aから徒歩3分 【車】首都高速道路横羽線みなとみらい出口から約5分,    ショップ 11:00～20:00、レストラン・カフェ 11:00～23:00(一部7:00～)    ※店舗により異なる ※予告なく変更の場合あり ※一部変更中。詳細は公式サイト等をご確認ください,    なし,入場無料。, 045-577-8123 代表,
反町駅(神奈川県),ショッピングモール,横浜ベイクォーター,混雑する時間の目安,https://www.walkerplus.com/spot/ar0314s386342/    ,買う,    神奈川県横浜市神奈川区金港町1-10[地図],    【電車】JR横浜駅きた東口Aから徒歩3分 【車】首都高速道路横羽線みなとみらい出口から約5分,    ショップ 11:00～20:00、レストラン・カフェ 11:00～23:00(一部7:00～)    ※店舗により異なる ※予告なく変更の場合あり ※一部変更中。詳細は公式サイト等をご確認ください,    なし,入場無料。, 045-577-8123 代表,
関東,ショッピングモール,イオンモール上尾,「あったらいいな、を毎日に。」をモットーに掲げる商業施設,https://www.walkerplus.com/spot/ar0311s403938/    ,買う,    埼玉県上尾市愛宕3-8-1[地図],    【電車】JR上尾駅から徒歩18分 【車】首都圏中央連絡自動車道 桶川加納ICから18分,    10:00～21:00    店舗により異なる,    なし    天災、保守、メンテナンス等により臨時休業する場合あり,入場無料。, 048-770-1520,
埼玉県,ショッピングモール,イオンモール上尾,「あったらいいな、を毎日に。」をモットーに掲げる商業施設,https://www.walkerplus.com/spot/ar0311s403938/    ,買う,    埼玉県上尾市愛宕3-8-1[地図],    【電車】JR上尾駅から徒歩18分 【車】首都圏中央連絡自動車道 桶川加納ICから18分,    10:00～21:00    店舗により異なる,    なし    天災、保守、メンテナンス等により臨時休業する場合あり,入場無料。, 048-770-1520,
関東,ショッピングモール,イオンモール川口,混雑する時間の目安,https://www.walkerplus.com/spot/ar0311s409147/    ,買う,    埼玉県川口市安行領根岸3180[地図],    【電車】埼玉高速鉄道鳩ヶ谷駅よりバスで7分乗車し、イオンモール川口で下車またはJR京浜東北線川口駅よりバスで17分乗車し上根橋バス停で下車、徒歩4分 【車】首都高速川口線新井宿ICから約6分,    専門店・フードコート 10:00～21:00、レストラン 11:00～22:00    ※一部店舗はが異なる ※事情により、が変更になる場合あり,    なし,入場無料。, 048-280-2700,
埼玉県,ショッピングモール,イオンモール川口,混雑する時間の目安,https://www.walkerplus.com/spot/ar0311s409147/    ,買う,    埼玉県川口市安行領根岸3180[地図],    【電車】埼玉高速鉄道鳩ヶ谷駅よりバスで7分乗車し、イオンモール川口で下車またはJR京浜東北線川口駅よりバスで17分乗車し上根橋バス停で下車、徒歩4分 【車】首都高速川口線新井宿ICから約6分,    専門店・フードコート 10:00～21:00、レストラン 11:00～22:00    ※一部店舗はが異なる ※事情により、が変更になる場合あり,    なし,入場無料。, 048-280-2700,
東海,ショッピングモール,メルサ栄本店,“美と癒し”の店舗が集まる大型ショッピングモール,https://www.walkerplus.com/spot/ar0623s23093/    ,買う,    愛知県名古屋市中区栄3-4-5[地図],    【電車】名古屋市営地下鉄栄駅から徒歩3分,    10:00～20:00,    不定休,入場無料。, 052-251-7511,
愛知県,ショッピングモール,メルサ栄本店,“美と癒し”の店舗が集まる大型ショッピングモール,https://www.walkerplus.com/spot/ar0623s23093/    ,買う,    愛知県名古屋市中区栄3-4-5[地図],    【電車】名古屋市営地下鉄栄駅から徒歩3分,    10:00～20:00,    不定休,入場無料。, 052-251-7511,
栄駅(愛知県),ショッピングモール,メルサ栄本店,“美と癒し”の店舗が集まる大型ショッピングモール,https://www.walkerplus.com/spot/ar0623s23093/    ,買う,    愛知県名古屋市中区栄3-4-5[地図],    【電車】名古屋市営地下鉄栄駅から徒歩3分,    10:00～20:00,    不定休,入場無料。, 052-251-7511,
栄町駅(愛知県),ショッピングモール,メルサ栄本店,“美と癒し”の店舗が集まる大型ショッピングモール,https://www.walkerplus.com/spot/ar0623s23093/    ,買う,    愛知県名古屋市中区栄3-4-5[地図],    【電車】名古屋市営地下鉄栄駅から徒歩3分,    10:00～20:00,    不定休,入場無料。, 052-251-7511,
矢場町駅(愛知県),ショッピングモール,メルサ栄本店,“美と癒し”の店舗が集まる大型ショッピングモール,https://www.walkerplus.com/spot/ar0623s23093/    ,買う,    愛知県名古屋市中区栄3-4-5[地図],    【電車】名古屋市営地下鉄栄駅から徒歩3分,    10:00～20:00,    不定休,入場無料。, 052-251-7511,
久屋大通駅(愛知県),ショッピングモール,メルサ栄本店,“美と癒し”の店舗が集まる大型ショッピングモール,https://www.walkerplus.com/spot/ar0623s23093/    ,買う,    愛知県名古屋市中区栄3-4-5[地図],    【電車】名古屋市営地下鉄栄駅から徒歩3分,    10:00～20:00,    不定休,入場無料。, 052-251-7511,
東海,ショッピングモール,イオンモール岡崎,混雑する時間の目安,https://www.walkerplus.com/spot/ar0623s390356/    ,買う,    愛知県岡崎市戸崎町字外山38-5[地図],    【電車】名鉄東岡崎駅からバスでイオンモール岡崎停留所下車すぐ、または戸崎町停留所下車徒歩約3分。JR岡崎駅からバスでイオンモール岡崎停留所下車すぐ、または戸崎町停留所下車徒歩約5分 【車】東名高速道路岡崎ICから約10分またはJR岡崎駅・岡崎公園から約7分,    専門店街 10:00～21:00、フードフォレスト 10:00～21:00、アオイダイニング 11:00～22:00、イオンシネマ 10:00～24:00、アミューズメント 10:00～21:00、 AEON 8:00～23:00    一部店舗でが異なる場合あり。詳細は公式サイトの各ショップページを参照。,    年中無休    ※天災、保守、メンテナンス等により臨時休業する場合あり。,入場無料。, 0564-59-1000,
愛知県,ショッピングモール,イオンモール岡崎,混雑する時間の目安,https://www.walkerplus.com/spot/ar0623s390356/    ,買う,    愛知県岡崎市戸崎町字外山38-5[地図],    【電車】名鉄東岡崎駅からバスでイオンモール岡崎停留所下車すぐ、または戸崎町停留所下車徒歩約3分。JR岡崎駅からバスでイオンモール岡崎停留所下車すぐ、または戸崎町停留所下車徒歩約5分 【車】東名高速道路岡崎ICから約10分またはJR岡崎駅・岡崎公園から約7分,    専門店街 10:00～21:00、フードフォレスト 10:00～21:00、アオイダイニング 11:00～22:00、イオンシネマ 10:00～24:00、アミューズメント 10:00～21:00、 AEON 8:00～23:00    一部店舗でが異なる場合あり。詳細は公式サイトの各ショップページを参照。,    年中無休    ※天災、保守、メンテナンス等により臨時休業する場合あり。,入場無料。, 0564-59-1000,
東海,ショッピングモール,SKYLE,名古屋最大のストリート広小路通にありアクセスも便利,https://www.walkerplus.com/spot/ar0623s23122/    ,買う,    愛知県名古屋市中区栄3-4-5[地図],    【電車】市営地下鉄東山線・名城線栄駅、名鉄瀬戸線栄町駅から地下街で連絡徒歩3分、サカエチカ7番出口すぐ 【車】名古屋駅伏見方面および今池・池下方面から広小路通り栄交差点西南角、名古屋城・県庁方面および金山・上前津方面からは大津通り栄交差点西南角,    10:00～20:00、8階BOOKOFF10:00～21:00    ※一部変更中。詳細は公式サイト等をご確認ください,    年間3日間（1/1、2月・8月の第3水曜日）,対応可。, 052-251-0271,
愛知県,ショッピングモール,SKYLE,名古屋最大のストリート広小路通にありアクセスも便利,https://www.walkerplus.com/spot/ar0623s23122/    ,買う,    愛知県名古屋市中区栄3-4-5[地図],    【電車】市営地下鉄東山線・名城線栄駅、名鉄瀬戸線栄町駅から地下街で連絡徒歩3分、サカエチカ7番出口すぐ 【車】名古屋駅伏見方面および今池・池下方面から広小路通り栄交差点西南角、名古屋城・県庁方面および金山・上前津方面からは大津通り栄交差点西南角,    10:00～20:00、8階BOOKOFF10:00～21:00    ※一部変更中。詳細は公式サイト等をご確認ください,    年間3日間（1/1、2月・8月の第3水曜日）,対応可。, 052-251-0271,
栄駅(愛知県),ショッピングモール,SKYLE,名古屋最大のストリート広小路通にありアクセスも便利,https://www.walkerplus.com/spot/ar0623s23122/    ,買う,    愛知県名古屋市中区栄3-4-5[地図],    【電車】市営地下鉄東山線・名城線栄駅、名鉄瀬戸線栄町駅から地下街で連絡徒歩3分、サカエチカ7番出口すぐ 【車】名古屋駅伏見方面および今池・池下方面から広小路通り栄交差点西南角、名古屋城・県庁方面および金山・上前津方面からは大津通り栄交差点西南角,    10:00～20:00、8階BOOKOFF10:00～21:00    ※一部変更中。詳細は公式サイト等をご確認ください,    年間3日間（1/1、2月・8月の第3水曜日）,対応可。, 052-251-0271,
栄町駅(愛知県),ショッピングモール,SKYLE,名古屋最大のストリート広小路通にありアクセスも便利,https://www.walkerplus.com/spot/ar0623s23122/    ,買う,    愛知県名古屋市中区栄3-4-5[地図],    【電車】市営地下鉄東山線・名城線栄駅、名鉄瀬戸線栄町駅から地下街で連絡徒歩3分、サカエチカ7番出口すぐ 【車】名古屋駅伏見方面および今池・池下方面から広小路通り栄交差点西南角、名古屋城・県庁方面および金山・上前津方面からは大津通り栄交差点西南角,    10:00～20:00、8階BOOKOFF10:00～21:00    ※一部変更中。詳細は公式サイト等をご確認ください,    年間3日間（1/1、2月・8月の第3水曜日）,対応可。, 052-251-0271,
矢場町駅(愛知県),ショッピングモール,SKYLE,名古屋最大のストリート広小路通にありアクセスも便利,https://www.walkerplus.com/spot/ar0623s23122/    ,買う,    愛知県名古屋市中区栄3-4-5[地図],    【電車】市営地下鉄東山線・名城線栄駅、名鉄瀬戸線栄町駅から地下街で連絡徒歩3分、サカエチカ7番出口すぐ 【車】名古屋駅伏見方面および今池・池下方面から広小路通り栄交差点西南角、名古屋城・県庁方面および金山・上前津方面からは大津通り栄交差点西南角,    10:00～20:00、8階BOOKOFF10:00～21:00    ※一部変更中。詳細は公式サイト等をご確認ください,    年間3日間（1/1、2月・8月の第3水曜日）,対応可。, 052-251-0271,
久屋大通駅(愛知県),ショッピングモール,SKYLE,名古屋最大のストリート広小路通にありアクセスも便利,https://www.walkerplus.com/spot/ar0623s23122/    ,買う,    愛知県名古屋市中区栄3-4-5[地図],    【電車】市営地下鉄東山線・名城線栄駅、名鉄瀬戸線栄町駅から地下街で連絡徒歩3分、サカエチカ7番出口すぐ 【車】名古屋駅伏見方面および今池・池下方面から広小路通り栄交差点西南角、名古屋城・県庁方面および金山・上前津方面からは大津通り栄交差点西南角,    10:00～20:00、8階BOOKOFF10:00～21:00    ※一部変更中。詳細は公式サイト等をご確認ください,    年間3日間（1/1、2月・8月の第3水曜日）,対応可。, 052-251-0271,
関西,ショッピングモール,なんばCITY,なんば駅直結、約300店舗が揃う広大なショッピングセンター,https://www.walkerplus.com/spot/ar0727s383377/    ,買う,    大阪府大阪市中央区難波5-1-60[地図],    【電車】南海電鉄・地下鉄御堂筋線・地下鉄千日前線なんば駅からすぐ,    ショッピング 10:00～21:00、レストラン 11:00～22:00 ※一部店舗は早朝、深夜営業    【変更中】11:00～20:00　※一部店舗は異なる,    不定休,入場無料。, 06-6644-2960 なんばCITYインフォメーション,
大阪府,ショッピングモール,なんばCITY,なんば駅直結、約300店舗が揃う広大なショッピングセンター,https://www.walkerplus.com/spot/ar0727s383377/    ,買う,    大阪府大阪市中央区難波5-1-60[地図],    【電車】南海電鉄・地下鉄御堂筋線・地下鉄千日前線なんば駅からすぐ,    ショッピング 10:00～21:00、レストラン 11:00～22:00 ※一部店舗は早朝、深夜営業    【変更中】11:00～20:00　※一部店舗は異なる,    不定休,入場無料。, 06-6644-2960 なんばCITYインフォメーション,
難波駅(大阪府),ショッピングモール,なんばCITY,なんば駅直結、約300店舗が揃う広大なショッピングセンター,https://www.walkerplus.com/spot/ar0727s383377/    ,買う,    大阪府大阪市中央区難波5-1-60[地図],    【電車】南海電鉄・地下鉄御堂筋線・地下鉄千日前線なんば駅からすぐ,    ショッピング 10:00～21:00、レストラン 11:00～22:00 ※一部店舗は早朝、深夜営業    【変更中】11:00～20:00　※一部店舗は異なる,    不定休,入場無料。, 06-6644-2960 なんばCITYインフォメーション,
なんば駅(大阪府),ショッピングモール,なんばCITY,なんば駅直結、約300店舗が揃う広大なショッピングセンター,https://www.walkerplus.com/spot/ar0727s383377/    ,買う,    大阪府大阪市中央区難波5-1-60[地図],    【電車】南海電鉄・地下鉄御堂筋線・地下鉄千日前線なんば駅からすぐ,    ショッピング 10:00～21:00、レストラン 11:00～22:00 ※一部店舗は早朝、深夜営業    【変更中】11:00～20:00　※一部店舗は異なる,    不定休,入場無料。, 06-6644-2960 なんばCITYインフォメーション,
大阪難波駅(大阪府),ショッピングモール,なんばCITY,なんば駅直結、約300店舗が揃う広大なショッピングセンター,https://www.walkerplus.com/spot/ar0727s383377/    ,買う,    大阪府大阪市中央区難波5-1-60[地図],    【電車】南海電鉄・地下鉄御堂筋線・地下鉄千日前線なんば駅からすぐ,    ショッピング 10:00～21:00、レストラン 11:00～22:00 ※一部店舗は早朝、深夜営業    【変更中】11:00～20:00　※一部店舗は異なる,    不定休,入場無料。, 06-6644-2960 なんばCITYインフォメーション,
近鉄日本橋駅(大阪府),ショッピングモール,なんばCITY,なんば駅直結、約300店舗が揃う広大なショッピングセンター,https://www.walkerplus.com/spot/ar0727s383377/    ,買う,    大阪府大阪市中央区難波5-1-60[地図],    【電車】南海電鉄・地下鉄御堂筋線・地下鉄千日前線なんば駅からすぐ,    ショッピング 10:00～21:00、レストラン 11:00～22:00 ※一部店舗は早朝、深夜営業    【変更中】11:00～20:00　※一部店舗は異なる,    不定休,入場無料。, 06-6644-2960 なんばCITYインフォメーション,
