name,url,address,access,description,average_price,pet_dog_small,pet_dog_medium,pet_dog_large,pet_cat,pet_others,pet_otherInfo
大衆酒場 ホームラン,https://r.gnavi.co.jp/grz3vary0000/?sc_dsp=rs_15716&sc_type=area&sc_area=jp,岐阜県岐阜市神田町9-18,ＪＲ岐阜駅 徒歩3分,毎日13時開店大衆酒場,"平均予算：2,000円",テラス,テラス,テラス,テラス,テラス,
イタリアン CANTINA 志木店,https://r.gnavi.co.jp/hju21gh20000/,埼玉県新座市東北2-38-10,東武東上線志木駅東口 徒歩2分,イタリアンを気軽に堪能,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,
the Canteen,https://r.gnavi.co.jp/p810303/,東京都江東区青海2-7-4,ゆりかもめ東京国際クルーズターミナル駅 徒歩5分,BBQ パーティー,"平均予算：4,000円",,,,,,
カフェ・イタリアーノ ラ・ステラ,https://r.gnavi.co.jp/b76fr7ej0000/,東京都江東区亀戸3-43-17,ＪＲ総武線亀戸駅北口 徒歩6分,イタリアンカフェバール,"平均予算：3,000円",店内テラス,テラス,テラス,店内テラス,店内テラス,
K’s Town CAFE,https://r.gnavi.co.jp/fahj000/?sc_dsp=rs_15449&sc_type=area&sc_area=jp,沖縄県島尻郡八重瀬町伊覇93-2,那覇空港自動車道南風原南I.C. 車10分,レストラン,"平均予算：1,700円",テラス,テラス,,テラス,,
尾毛多セコ代 柳橋市場店,https://r.gnavi.co.jp/n614305/,愛知県名古屋市中村区名駅4-15-30,ＪＲ名古屋駅 徒歩5分,名物七輪焼きと名古屋飯,"平均予算：3,300円",テラス,テラス,テラス,テラス,テラス,
ふたこビール醸造所,https://r.gnavi.co.jp/2e0n3w3x0000/,東京都世田谷区玉川3-13-7,東急大井町線二子玉川駅 徒歩4分,醸造所がお届けするバー,"平均予算：2,500円",テラス,テラス,テラス,テラス,,
古民家食堂 もちづき,https://r.gnavi.co.jp/gc4w100/,千葉県大網白里市北今泉3696-36,東金九十九里有料道路九十九里I.C. 車1分,古民家食堂,"平均予算：1,800円",テラス,テラス,テラス,テラス,テラス,
RoySe Cafe,https://r.gnavi.co.jp/hm9r0whz0000/,栃木県宇都宮市上戸祭町55-11,東武宇都宮線東武宇都宮駅東口 車16分,インスタ映えカフェバル,"平均予算：2,800円",テラス,テラス,テラス,,,
BAR BUZZ OFF 三宿,https://r.gnavi.co.jp/a712000/,東京都世田谷区三宿1-6-3,東急田園都市線池尻大橋駅西口 徒歩10分,ダイニングバー,"平均予算：4,000円",,,,,,
バースデーサプライズ×貸切ダイニング 渋谷 cafe croix,https://r.gnavi.co.jp/p438000/,東京都渋谷区渋谷3-18-5,ＪＲ渋谷駅東口 徒歩3分,感動の誕生日プレート♪,"平均予算：3,000円",,,,,,
Cafe Bar LIFE,https://r.gnavi.co.jp/t315500/,福島県福島市置賜町8-41,ＪＲ福島駅東口 徒歩7分,女子会や誕生日で人気♪,"平均予算：3,500円",,,,,,
アジアンビストロ Dai 青葉台店,https://r.gnavi.co.jp/hz54xhxa0000/,神奈川県横浜市青葉区青葉台2-7-5,東急田園都市線青葉台駅 徒歩5分,人気のアジアンビストロ,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
aqua,https://r.gnavi.co.jp/c844400/,兵庫県西宮市本町4-10,阪神本線西宮駅 徒歩5分,カフェ レストラン★,"平均予算：2,000円",テラス,テラス,テラス,テラス,テラス,
La Cachette,https://r.gnavi.co.jp/k7adugjk0000/,千葉県千葉市緑区おゆみ野中央1-12-1,京成千原線学園前駅 徒歩1分,隠れ家フレンチ&カフェ,"平均予算：4,500円",テラス,テラス,テラス,テラス,テラス,
DINING BAR BBC,https://r.gnavi.co.jp/1222ag1f0000/,東京都港区赤坂3-10-3,地下鉄赤坂見附駅 徒歩2分,貸切・ビール・肉料理,"平均予算：3,000円",店内,店内,店内,,店内,
PANITA CAFE＆KITCHEN 吉祥寺 パニーニ専門店,https://r.gnavi.co.jp/gtp8xm7f0000/,東京都武蔵野市吉祥寺本町3-4-9,ＪＲ中央線吉祥寺駅 徒歩9分,吉祥寺 パニーニ専門店,"平均予算：1,500円",テラス,テラス,テラス,テラス,テラス,
A・DAY～こころの灯り家～,https://r.gnavi.co.jp/6z65e4mw0000/,福岡県久留米市本町3-8,西鉄天神大牟田線花畑駅 徒歩14分,厳選素材のイタリアン,"平均予算：3,000円",テラス,テラス,,テラス,テラス,
葡萄酒 キッチンバル Casares,https://r.gnavi.co.jp/8kmefjtu0000/,茨城県牛久市ひたち野東5-11-5,ＪＲ常磐線ひたち野うしく駅 徒歩7分,ひたち野うしくバル,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
ケンゾーエステイトワイナリー 六本木ヒルズ店,https://r.gnavi.co.jp/pm53h8t90000/,東京都港区六本木6-12-4,地下鉄日比谷線六本木駅 徒歩6分,ワイナリーダイニング,"平均予算：15,000円",,,,,,
和乃食 はねや,https://r.gnavi.co.jp/cs5668ts0000/,石川県河北郡内灘町向陽台1-12,北陸鉄道浅野川線内灘駅 徒歩3分,北陸を味わう和食料理店,"平均予算：6,000円",,,,,,
レストラン・カフェ キッツビュール,https://r.gnavi.co.jp/n170000/,長野県北佐久郡軽井沢町軽井沢6-1,ＪＲ長野新幹線軽井沢駅北口 徒歩15分,ドイツ料理,"平均予算：5,000円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
全席個室×炭火焼鳥食べ放題 なごみ 蒲田駅前店,https://r.gnavi.co.jp/9x5mp6560000/?sc_dsp=rs_13011&sc_type=area&sc_area=jp,東京都大田区西蒲田7-67-5,ＪＲ京浜東北線蒲田駅西口 徒歩1分,蒲田西口完全個室居酒屋,"平均予算：3,000円",店内,店内,店内,店内,店内,
蒸氣屋（蒸気屋） 大船店,https://r.gnavi.co.jp/dgy1h6x50000/?sc_dsp=rs_12982&sc_type=area&sc_area=jp,神奈川県鎌倉市大船1-20-18,ＪＲ大船駅 徒歩3分,和ビストロ 居酒屋,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,
横浜中華街 翡翠楼 新館,https://r.gnavi.co.jp/p658901/?sc_dsp=rs_14130&sc_type=area&sc_area=jp,神奈川県横浜市中区山下町132,ＪＲ根岸線石川町駅北口 徒歩6分,健康美食☆名物翡翠炒飯,"平均予算：3,000円",店内,,,店内,店内,
cafe＆bar東京セブン,https://r.gnavi.co.jp/gcx0200/,東京都世田谷区太子堂2-22-9,東急田園都市線三軒茶屋駅北口 徒歩5分,宴会 貸切 誕生日,"平均予算：2,000円",店内,店内,,,,
Italian Dining LUI,https://r.gnavi.co.jp/pa36406m0000/,東京都品川区西中延1-7-23,東急池上線荏原中延駅 徒歩9分,イタリアンバル 居酒屋,"平均予算：3,000円",,,,,,
SEASIDE＆STYLE Pachi Pachi －パチパチ－,https://r.gnavi.co.jp/8kw3fwuv0000/,広島県広島市西区観音新町4-14,ＪＲ広島駅南口 バス37分,バイキングレストラン,"平均予算：2,000円",テラス,テラス,テラス,テラス,テラス,
博多やさい巻き串屋 ねじけもん 恵比寿別邸,https://r.gnavi.co.jp/k6ny6xu60000/?sc_dsp=rs_12628&sc_type=area&sc_area=jp,東京都渋谷区広尾1-1-33,地下鉄日比谷線恵比寿駅 徒歩4分,やさい巻き串の店,"平均予算：4,000円",テラス,テラス,テラス,テラス,テラス,
Osteria Furbo（オステリア フルボ）,https://r.gnavi.co.jp/n4rstesy0000/,東京都武蔵野市中町1-25-10,ＪＲ中央線三鷹駅 徒歩3分,イタリア郷土料理,"平均予算：4,000円",,,,,,
アナザープレイスカフェ,https://r.gnavi.co.jp/mux8pr3p0000/,埼玉県さいたま市南区別所4-11-17,ＪＲ埼京線中浦和駅 徒歩7分,埼玉食材使用のカフェ,"平均予算：1,500円",テラス,テラス,テラス,テラス,,
DOG DEPT CAFE 湘南江ノ島,https://r.gnavi.co.jp/ce4bpy0g0000/,神奈川県藤沢市鵠沼海岸1-6-14,小田急江ノ島線鵠沼海岸駅 徒歩13分,ドックラン＆カフェ,"平均予算：1,300円",店内テラス,店内テラス,店内テラス,,,
RISE＆WIN Brewing Co．KAMIKATZ TAPROOM,https://r.gnavi.co.jp/3ar31daw0000/,東京都港区東麻布1-4-2,都営大江戸線赤羽橋駅 徒歩6分,クラフトビアホール,"平均予算：4,000円",店内テラス,店内テラス,テラス,店内テラス,店内テラス,
Bim Bum Bam,https://r.gnavi.co.jp/gaxw100/,神奈川県横浜市都筑区茅ヶ崎中央13-16,横浜市営地下鉄センター南駅 徒歩2分,レストランバー,"平均予算：1,300円",テラス,テラス,テラス,,,
pebble 下北沢,https://r.gnavi.co.jp/9y8g9ne40000/,東京都世田谷区北沢2-14-1,京王井の頭線下北沢駅南口 徒歩4分,おしゃれなカフェ＆バー,"平均予算：1,000円",店内,店内,,,,
無鹿リゾート,https://r.gnavi.co.jp/73etx8j20000/,兵庫県丹波市春日町下三井庄1017-1,ＪＲ福知山線黒井駅 車14分,鹿肉料理専門店,"平均予算：4,500円",,,,,,
オーシャンズ ピザ,https://r.gnavi.co.jp/f250301/,沖縄県中頭郡読谷村高志保915,沖縄自動車道石川I.C. 車20分,アメリカンスタイルピザ,"平均予算：1,375円",テラス,テラス,テラス,テラス,テラス,
開運亭,https://r.gnavi.co.jp/gayd500/,埼玉県川越市幸町2-10,西武新宿線本川越駅 徒歩10分,ご当地ぐるめ,"平均予算：1,200円",店内,,,,,
cafe peas,https://r.gnavi.co.jp/pze3a0e10000/,神奈川県川崎市麻生区上麻生4-9-2,小田急小田原線新百合ヶ丘駅 徒歩11分,一軒家を改装したカフェ,"平均予算：1,100円",テラス,テラス,テラス,テラス,テラス,
ミュゼ リバーサイド ～レストラン＆BBQ～,https://r.gnavi.co.jp/6ca9a2t90000/,大阪府大阪市北区天満橋1-8-30,ＪＲ大阪環状線桜ノ宮駅 徒歩9分,天満橋テラス席BBQ,"平均予算：3,000円",店内テラス,テラス,テラス,テラス,テラス,
洋風居酒屋 永田町オーシャン,https://r.gnavi.co.jp/dvc6ypny0000/,東京都千代田区平河町2-6-4,地下鉄南北線永田町駅5番出口 徒歩1分,新鮮魚介の洋風おつまみ,"平均予算：3,000円",店内,,,,,
新世界 串カツ からさき別館,https://r.gnavi.co.jp/c906909/,大阪府大阪市浪速区恵美須東2-3-22,地下鉄御堂筋線動物園前駅 徒歩3分,新世界串カツ居酒屋名物,"平均予算：2,000円",テラス,テラス,テラス,テラス,テラス,
八王子 完全個室居酒屋 銀の宴,https://r.gnavi.co.jp/8r1fc9t40000/,東京都八王子市東町12-14,ＪＲ八王子駅 徒歩1分,個室居酒屋 鮮魚や焼鳥,"平均予算：3,000円",,,,,,
CEN CAFE ＆ bar,https://r.gnavi.co.jp/e1ke39660000/,東京都新宿区百人町1-5-19,西武新宿線西武新宿駅 徒歩4分,テラス席カフェ＆バー,"平均予算：2,500円",テラス,テラス,テラス,,,
KING GOD 〜three crops by K．G．〜,https://r.gnavi.co.jp/j3s9z4250000/,群馬県前橋市敷島町241-15,ＪＲ上越線群馬総社駅 車12分,肉バル バーガーカフェ,"平均予算：1,500円",テラス,テラス,テラス,テラス,テラス,
ペルシャ料理・インド料理 BolBol 高円寺本店,https://r.gnavi.co.jp/1ufpatwe0000/,東京都杉並区高円寺北3-2-15,ＪＲ中央線高円寺駅 徒歩3分,ペルシア・イラン料理,"平均予算：2,500円",,,,,,
K’s Town CAFE,https://r.gnavi.co.jp/fahj000/?sc_dsp=rs_15449&sc_type=area&sc_area=jp,沖縄県島尻郡八重瀬町伊覇93-2,那覇空港自動車道南風原南I.C. 車10分,レストラン,"平均予算：1,700円",テラス,テラス,,テラス,,
料理倶楽部,https://r.gnavi.co.jp/g156600/?sc_dsp=rs_15495&sc_type=area&sc_area=jp,東京都港区南青山4-16-12,地下鉄表参道駅A4出口 徒歩7分,厳選食材の和洋創作料理,"平均予算：3,500円",店内,,,,,
クラフトビール＆ダイニングバー ファニーサンセット 平塚,https://r.gnavi.co.jp/6cs91fa80000/?sc_dsp=rs_14720&sc_type=area&sc_area=jp,神奈川県平塚市明石町11-2,ＪＲ東海道本線平塚駅北口 徒歩3分,平塚 ダイニングバー,"平均予算：3,000円",,,,,,
貸切BBQテラス 香音 六本木,https://r.gnavi.co.jp/g342905/,東京都港区六本木3-8-7,地下鉄日比谷線六本木駅3番出口 徒歩5分,焼肉・貸切・BBQ,"平均予算：3,000円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
そば処 水火風弘 作並,https://r.gnavi.co.jp/sr3g5x7j0000/,宮城県仙台市青葉区作並湯ノ原6-3,ＪＲ仙山線作並駅 徒歩26分,打立てそばが楽しめる店,"平均予算：1,000円",テラス,テラス,テラス,,,
Casita,https://r.gnavi.co.jp/3esnch1k0000/,東京都渋谷区神宮前5-51-8,地下鉄銀座線表参道駅 徒歩3分,表参道イタリアン,"平均予算：10,000円",,,,,,
RISE＆WIN Brewing Co．KAMIKATZ TAPROOM,https://r.gnavi.co.jp/3ar31daw0000/?sc_dsp=rs_15630&sc_type=area&sc_area=jp,東京都港区東麻布1-4-2,都営大江戸線赤羽橋駅 徒歩6分,クラフトビアホール,"平均予算：4,000円",店内テラス,店内テラス,テラス,店内テラス,店内テラス,
K’s Town CAFE,https://r.gnavi.co.jp/fahj000/,沖縄県島尻郡八重瀬町伊覇93-2,那覇空港自動車道南風原南I.C. 車10分,レストラン,"平均予算：1,700円",テラス,テラス,,テラス,,
マリノステリア 本八幡店,https://r.gnavi.co.jp/sadkxnyh0000/,千葉県市川市八幡2-12-5,ＪＲ総武線本八幡駅シャポー口 徒歩1分,イタリアン居酒屋,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
ワイハウス,https://r.gnavi.co.jp/k066800/,大阪府大阪市中央区東心斎橋1-17-12,地下鉄御堂筋線心斎橋駅 徒歩3分,パーティースペース,"平均予算：5,250円",,,,,,
アジアンビストロ Dai あざみ野店,https://r.gnavi.co.jp/ej92a7xn0000/,神奈川県横浜市青葉区あざみ野1-5-2,横浜市営地下鉄あざみ野駅 徒歩3分,人気のアジアン料理店,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
創作居酒屋ダイニング ZERO,https://r.gnavi.co.jp/sh58y5280000/,静岡県島田市中河町285-5,ＪＲ東海道本線島田駅 徒歩21分,夜カフェ×女子会×宴会,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
クラフト サーカス,https://r.gnavi.co.jp/1hek79m50000/,兵庫県淡路市野島平林2-2,神戸淡路鳴門自動車道淡路I.C. 車10分,ビーチテラスレストラン,"平均予算：1,500円",テラス,テラス,テラス,テラス,テラス,
風葉,https://r.gnavi.co.jp/8vsauwvh0000/,大阪府東大阪市上石切町2-1570-7,近鉄奈良線額田駅 車12分,大阪を一望するカフェ,平均予算：600円,テラス,テラス,テラス,テラス,テラス,
朝〆やきとんの淳,https://r.gnavi.co.jp/kkecucn50000/,東京都台東区上野2-11-12,地下鉄千代田線湯島駅1番出口 徒歩2分,朝〆のやきとんが自慢,"平均予算：3,000円",,,,,,
串焼 ビストロ 和み鶏,https://r.gnavi.co.jp/1ak1ap3z0000/,愛知県名古屋市北区大曽根4-16-43,地下鉄名城・名港線大曽根駅 徒歩4分,串焼き ビストロ,"平均予算：3,000円",テラス,テラス,,テラス,,
八王子農園,https://r.gnavi.co.jp/e8k3xfxj0000/,群馬県太田市菅塩町1029-10,東武桐生線治良門橋駅 徒歩21分,丘の上のレストラン,"平均予算：4,000円",,,,,,
お刺身と焼き鳥と鍋 食べ飲み放題 個室居酒屋 鳥桜 八王子店,https://r.gnavi.co.jp/m6nvb4y50000/,東京都八王子市東町12-14,ＪＲ八王子駅 徒歩4分,贅沢個室×地鶏専門店,"平均予算：2,000円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
一軒家テラスDINING mommy’s tummy［マミーズタミー］,https://r.gnavi.co.jp/gc3x100/,神奈川県横浜市中区野毛町2-86-7,ＪＲ根岸線桜木町駅 徒歩3分,創作和食 ワイン 野菜,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,
至福の時間,https://r.gnavi.co.jp/dnu4t48s0000/,新潟県刈羽郡刈羽村大字刈羽4278-3,ＪＲ越後線刈羽駅 徒歩21分,地元素材 レストラン,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
外灘紅緑灯 本館,https://r.gnavi.co.jp/8xdw4v030000/,大阪府大阪市天王寺区大道1-7-5,ＪＲ天王寺駅 徒歩5分,飲茶・点心・上海料理,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
やきとん大王 上野店,https://r.gnavi.co.jp/b9pkwus40000/,東京都台東区上野6-11-14,ＪＲ上野駅 徒歩3分,上野 やきとん 宴会,"平均予算：2,000円",,,,,,
COCONUT TREE sea house,https://r.gnavi.co.jp/j0sb56nk0000/,東京都目黒区中央町2-36,東急東横線学芸大学駅 徒歩5分,ハワイ料理のカフェ,"平均予算：1,500円",店内テラス,店内テラス,店内テラス,,,
BUZEN,https://r.gnavi.co.jp/b695500/,東京都台東区北上野2-31-8,ＪＲ鶯谷駅 徒歩5分,レストラン＆バー,"平均予算：2,500円",店内,,,店内,店内,
ユッケ生サムギョプサルコプチャン ハヌリ 中目黒店,https://r.gnavi.co.jp/1e8910y20000/?sc_dsp=rs_13069&sc_type=area&sc_area=jp,東京都目黒区上目黒2-13-4,東急東横線中目黒駅 徒歩2分,本格韓国料理,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
GARB MONAQUE,https://r.gnavi.co.jp/kbwj617/?sc_dsp=rs_13713&sc_type=area&sc_area=jp,大阪府大阪市北区大深町4-1,ＪＲ大阪駅 徒歩1分,レストランバー・カフェ,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,
THE NEW YORK BAYSIDE KITCHEN,https://r.gnavi.co.jp/rwvjr8uj0000/?sc_dsp=rs_14820&sc_type=area&sc_area=jp,千葉県千葉市中央区問屋町1-35,千葉都市モノレール市役所前駅 徒歩8分,600坪で安心空間,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
ブリジェラート＆ビアガーデン uancie cheerテラス別館,https://r.gnavi.co.jp/707sr0uj0000/,長野県長野市南長野南石堂町1259-2,長野電鉄長野線長野駅 徒歩5分,イタリアンビアガーデン,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
Wine＆Sake Raisin 綱島店,https://r.gnavi.co.jp/2s620emu0000/,神奈川県横浜市港北区綱島西2-4-10,東急東横線綱島駅 徒歩3分,Wine＆Sake,"平均予算：3,500円",,,,,,
肉寿司と熟成肉食べ放題バル ノウ家 八王子店,https://r.gnavi.co.jp/k45m7sda0000/,東京都八王子市東町12-14,ＪＲ八王子駅 徒歩2分,八王子の肉バル居酒屋,"平均予算：3,000円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
K’s Town CAFE,https://r.gnavi.co.jp/fahj000/?sc_dsp=rs_15449&sc_type=area&sc_area=jp,沖縄県島尻郡八重瀬町伊覇93-2,那覇空港自動車道南風原南I.C. 車10分,レストラン,"平均予算：1,700円",テラス,テラス,,テラス,,
炭火台所 つね屋,https://r.gnavi.co.jp/84sdd3640000/,岡山県岡山市北区中仙道1-3-11,ＪＲ山陽本線北長瀬駅南口 車6分,気軽な炭火焼鳥居酒屋,"平均予算：3,000円",,,,,,
代官山 comecafe Osamu bar,https://r.gnavi.co.jp/d72n0aw30000/,東京都渋谷区鶯谷町8-10,ＪＲ渋谷駅南口 徒歩8分,手作り味噌と麹料理,"平均予算：3,000円",テラス,テラス,,テラス,テラス,
TRATTORIA E PIZZERIA L’INCANTO リンカント 保谷,https://r.gnavi.co.jp/k0fdkzcw0000/,東京都西東京市下保谷4-8-18,西武池袋線保谷駅北口 徒歩4分,ピザ イタリアン,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
Easy Diner 7026,https://r.gnavi.co.jp/h659700/,北海道帯広市西2条南8-20-2,ＪＲ根室本線帯広駅 徒歩10分,結婚式二次会＆貸切宴会,"平均予算：2,000円",,,,,,
Kitchen Cafu,https://r.gnavi.co.jp/dkk0yrs90000/,東京都足立区綾瀬2-24-5,地下鉄千代田線綾瀬駅 徒歩1分,綾瀬フレンチレストラン,"平均予算：3,000円",,,,,,
attic room,https://r.gnavi.co.jp/rm0kd4eu0000/,東京都渋谷区宇田川町31-3,ＪＲ渋谷駅 徒歩7分,欧風ダイニングバル,"平均予算：2,500円",店内,店内,店内,店内,店内,
音鶏家,https://r.gnavi.co.jp/hx7d7get0000/,東京都杉並区高円寺北3-21-5,ＪＲ中央線高円寺駅 徒歩3分,居酒屋、焼鳥,"平均予算：2,500円",,,,,,
330,https://r.gnavi.co.jp/g587103/,東京都品川区南大井6-24-4,ＪＲ京浜東北線大森駅北口 徒歩3分,ビアパブ・イタリアン,"平均予算：2,500円",テラス,テラス,,,,
J secret バーベキュー 六本木,https://r.gnavi.co.jp/35xdtygp0000/,東京都港区六本木3-3-25,地下鉄南北線六本木一丁目駅 徒歩3分,一軒家貸切バーベキュー,"平均予算：6,000円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
ルルペパン,https://r.gnavi.co.jp/9h8sw66g0000/,福島県郡山市富田東3-65,ＪＲ磐越西線郡山富田駅 徒歩14分,カフェ＆レストラン,"平均予算：1,200円",テラス,テラス,テラス,テラス,テラス,
肉バル×ラクレットチーズ LOTUS（ロータス）,https://r.gnavi.co.jp/2vj3ykad0000/,神奈川県横浜市港南区上大岡西1-4-16,京急本線上大岡駅 徒歩1分,肉バルラクレットチーズ,"平均予算：3,000円",店内,,,,,
OTTO（オット）,https://r.gnavi.co.jp/evwk544z0000/,東京都世田谷区代沢2-7-13,京王井の頭線池ノ上駅 徒歩3分,イタリアン バル バー,"平均予算：4,500円",,,,,,
市場の食卓 ブッチャーズハウス,https://r.gnavi.co.jp/1gntt0c60000/,埼玉県熊谷市筑波2-54,ＪＲ熊谷駅北口 徒歩2分,熊谷 ステーキハウス,"平均予算：5,000円",,,,,,
森の邸宅 彩音,https://r.gnavi.co.jp/csrfs7bb0000/,岡山県岡山市中区湊1344-56,ＪＲ岡山駅東口 車15分,フレンチ,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
cafebar home S,https://r.gnavi.co.jp/gb1e100/,東京都渋谷区恵比寿南1-7-8,ＪＲ恵比寿駅西口 徒歩1分,イタリア料理・バー,"平均予算：3,500円",店内,店内,店内,店内,店内,
うまかもん酒場 かさ 拝島駅前店,https://r.gnavi.co.jp/e023700/,東京都昭島市松原町4-13-20,ＪＲ拝島駅南口 徒歩1分,から揚げ☆九州料理,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
THE SUSHI AMEMURA,https://r.gnavi.co.jp/k2abpf710000/?sc_dsp=rs_15676&sc_type=area&sc_area=jp,大阪府大阪市中央区西心斎橋2-17-9,地下鉄御堂筋線心斎橋駅 徒歩3分,おしゃれ貸切パーティ,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
FUGA Dining,https://r.gnavi.co.jp/ajrrrf0j0000/?sc_dsp=rs_13279&sc_type=area&sc_area=jp,東京都港区赤坂2-20-19,地下鉄千代田線赤坂駅 徒歩5分,カジュアルイタリアン,"平均予算：4,000円",テラス,テラス,テラス,テラス,テラス,
マグロと信玄鶏 完全個室 伊勢屋 錦糸町店,https://r.gnavi.co.jp/99ut6w9d0000/?sc_dsp=rs_14833&sc_type=area&sc_area=jp,東京都墨田区錦糸2-4-10,地下鉄半蔵門線錦糸町駅 徒歩2分,錦糸町の海鮮料理屋,"平均予算：3,500円",店内,店内,店内,店内,店内,
袋井 フィオレンティーナ 「Fiorentina」,https://r.gnavi.co.jp/243c7m7e0000/,静岡県袋井市久能2871-1,ＪＲ東海道本線袋井駅北口 車14分,袋井記念日お祝ガーデン,"平均予算：4,000円",テラス,テラス,テラス,テラス,テラス,
cafe de mistico カフェ ド ミスティコ,https://r.gnavi.co.jp/6tc594jj0000/,兵庫県姫路市保城886-1,ＪＲ播但線砥堀駅 徒歩10分,カフェ,"平均予算：1,000円",テラス,テラス,テラス,テラス,テラス,
海鮮イタリアン＆オイスターバー かぎや,https://r.gnavi.co.jp/5pxun1r30000/,静岡県熱海市銀座町8-15,ＪＲ伊東線来宮駅 徒歩18分,オイスターバー,"平均予算：3,000円",店内,,,,,
完全個室居酒屋 牛タン＆肉寿司食べ放題 奥羽本荘 上野店,https://r.gnavi.co.jp/axf7c5e10000/?sc_dsp=rs_13383&sc_type=area&sc_area=jp,東京都台東区上野2‐1‐1,東京メトロ銀座線上野広小路駅A3口 徒歩2分,牛タンと肉寿司が旨い店,"平均予算：3,000円",店内,店内,店内,店内,店内,
CALYPSO（カリプソ）イタリアンダイニング＆カフェ,https://r.gnavi.co.jp/s3ay1h6c0000/,静岡県伊東市東松原町1-16,ＪＲ伊東線伊東駅 徒歩12分,イタリアン,"平均予算：3,000円",テラス,テラス,テラス,テラス,,
せんべろ居酒屋 八郎酒場 新杉田店,https://r.gnavi.co.jp/2698b4j50000/,神奈川県横浜市磯子区新杉田町3-6,ＪＲ根岸線新杉田駅 徒歩2分,新杉田の人気繁盛店,"平均予算：2,000円",テラス,テラス,テラス,テラス,テラス,
我楽多酒場 新宿店,https://r.gnavi.co.jp/e844000/,東京都新宿区西新宿7-9-5,ＪＲ新宿駅西口 徒歩3分,串焼き酒場,"平均予算：2,800円",テラス,テラス,テラス,テラス,テラス,
PANAS 浅草店,https://r.gnavi.co.jp/d60hf4pk0000/,東京都台東区西浅草1-7-18,地下鉄銀座線田原町駅3番出口 徒歩1分,本格薬膳インド料理屋,"平均予算：2,000円",店内,店内,,店内,店内,
LUFFEL CAFE,https://r.gnavi.co.jp/722tb59e0000/,岐阜県瑞穂市稲里140-1,ＪＲ東海道本線穂積駅 徒歩13分,岐阜瑞穂市カフェ,"平均予算：2,000円",テラス,テラス,テラス,テラス,テラス,
ア・ラ・モードパレ＆ザ・リゾート,https://r.gnavi.co.jp/kb6b001/,兵庫県神戸市東灘区向洋町中7-1-7,六甲アイランド線アイランドセンター駅 徒歩2分,一軒家で貸切パーティー,"平均予算：6,600円",,,,,,
家庭料理と野菜 気まぐれキッチンAlice,https://r.gnavi.co.jp/nxf8cw8n0000/,東京都大田区蒲田5-1-4,ＪＲ京浜東北線蒲田駅 徒歩3分,隠れ家的空間で家庭料理,"平均予算：3,500円",,,,,,
完全個室 肉バル×食べ放題 御衛 八王子店,https://r.gnavi.co.jp/ecy80gbg0000/,東京都八王子市東町12-14,ＪＲ八王子駅 徒歩3分,肉バル×贅沢個室,"平均予算：2,780円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
八郎ミート酒場 桜木町野毛,https://r.gnavi.co.jp/faezy1mz0000/,神奈川県横浜市中区花咲町1-2,横浜市営地下鉄桜木町駅 徒歩3分,煮込・もつ焼＠桜木町駅,"平均予算：2,500円",テラス,テラス,,,,
restaurant ＆ bar BARKT,https://r.gnavi.co.jp/700hge190000/,大阪府大阪市中央区宗右衛門町5-15,地下鉄御堂筋線なんば駅 徒歩3分,イタリアン＆ダイニング,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
活き活き家 東金店,https://r.gnavi.co.jp/dkfzv01k0000/,千葉県東金市台方770-1,ＪＲ東金線東金駅 徒歩18分,新鮮魚介 海鮮 ランチ,"平均予算：1,500円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
CURRY＆SPICE BAR カリービト,https://r.gnavi.co.jp/fhyys4ay0000/,東京都千代田区飯田橋3-2-6,地下鉄東西線飯田橋駅A5番出口 徒歩2分,カレー・スパイス料理,"平均予算：2,500円",店内テラス,テラス,テラス,店内テラス,店内テラス,
